profession,city,state,combined
"['purchase', 'personnel', 'boiler', 'user', 'industry']",['pune'],['maharashtra '],"['purchase', 'personnel', 'boiler', 'user', 'industry', 'pune', 'maharashtra ']"
"['academician', 'student', 'engineering', 'college']",['nashik'],['maharashtra '],"['academician', 'student', 'engineering', 'college', 'nashik', 'maharashtra ']"
"['purchase', 'personnel', 'boiler', 'user', 'industry']",['mumbai'],['maharashtra '],"['purchase', 'personnel', 'boiler', 'user', 'industry', 'mumbai', 'maharashtra ']"
"['academician', 'student', 'engineering', 'college']",['mumbai '],['maharashtra '],"['academician', 'student', 'engineering', 'college', 'mumbai ', 'maharashtra ']"
"['academician', 'student', 'engineering', 'college']",['mumbai '],['maharashtra '],"['academician', 'student', 'engineering', 'college', 'mumbai ', 'maharashtra ']"
"['engineer', 'operator', 'new', 'technology']",['ghaziabad '],['uttar pradesh'],"['engineer', 'operator', 'new', 'technology', 'ghaziabad ', 'uttar pradesh']"
"['engineer', 'operator', 'new', 'technology']",['thane'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'thane', 'maharashtra']"
"['agencies', 'deal', 'instrumentation']",['thane'],['maharashtra'],"['agencies', 'deal', 'instrumentation', 'thane', 'maharashtra']"
"['design', 'engineer', 'consultant']",['navi mumbai'],['maharashtra'],"['design', 'engineer', 'consultant', 'navi mumbai', 'maharashtra']"
"['design', 'engineer', 'consultant']",['vashi'],['maharashtra'],"['design', 'engineer', 'consultant', 'vashi', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['karjat'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'karjat', 'maharashtra']"
"['academician', 'student', 'engineering', 'college']",['new panvel'],['maharashtra'],"['academician', 'student', 'engineering', 'college', 'new panvel', 'maharashtra']"
"['design', 'engineer', 'consultant']",['vashi'],['maharashtra '],"['design', 'engineer', 'consultant', 'vashi', 'maharashtra ']"
"['academician', 'student', 'engineering', 'college']",['mumbai '],['maharashtra '],"['academician', 'student', 'engineering', 'college', 'mumbai ', 'maharashtra ']"
"['purchase', 'personnel', 'boiler', 'manufacturing', 'company']",['mumbai'],['maharashtra'],"['purchase', 'personnel', 'boiler', 'manufacturing', 'company', 'mumbai', 'maharashtra']"
"['design', 'engineer', 'consultant']",['vashi'],['maharashtra'],"['design', 'engineer', 'consultant', 'vashi', 'maharashtra']"
"['purchase', 'personnel', 'boiler', 'manufacturing', 'company']",['mumbai '],['maharashtra '],"['purchase', 'personnel', 'boiler', 'manufacturing', 'company', 'mumbai ', 'maharashtra ']"
"['purchase', 'personnel', 'boiler', 'user', 'industry']",['thane'],['maharashtra '],"['purchase', 'personnel', 'boiler', 'user', 'industry', 'thane', 'maharashtra ']"
"['agencies', 'deal', 'instrumentation']",['mumbai'],['maharashtra'],"['agencies', 'deal', 'instrumentation', 'mumbai', 'maharashtra']"
"['academician', 'student', 'engineering', 'college']",['navi mumbai'],['maharashtra'],"['academician', 'student', 'engineering', 'college', 'navi mumbai', 'maharashtra']"
"['design', 'engineer', 'consultant']",['navi mumbai'],['maharashtra'],"['design', 'engineer', 'consultant', 'navi mumbai', 'maharashtra']"
"['purchase', 'personnel', 'boiler', 'user', 'industry']",['mumbai'],['maharashtra'],"['purchase', 'personnel', 'boiler', 'user', 'industry', 'mumbai', 'maharashtra']"
"['agencies', 'deal', 'instrumentation']",['mumbai'],['maharashtra'],"['agencies', 'deal', 'instrumentation', 'mumbai', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['navi mumbai'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'navi mumbai', 'maharashtra']"
"['purchase', 'personnel', 'boiler', 'user', 'industry']",['mumbai '],['maharashtra'],"['purchase', 'personnel', 'boiler', 'user', 'industry', 'mumbai ', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['pune'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'pune', 'maharashtra']"
"['purchase', 'personnel', 'boiler', 'user', 'industry']",['pune'],['maharashtra '],"['purchase', 'personnel', 'boiler', 'user', 'industry', 'pune', 'maharashtra ']"
"['design', 'engineer', 'consultant']",['navi mumbai '],['maharashtra '],"['design', 'engineer', 'consultant', 'navi mumbai ', 'maharashtra ']"
"['design', 'engineer', 'consultant']",['pune'],['maharashtra'],"['design', 'engineer', 'consultant', 'pune', 'maharashtra']"
"['design', 'engineer', 'consultant']",['washi '],['maharashtra '],"['design', 'engineer', 'consultant', 'washi ', 'maharashtra ']"
"['purchase', 'personnel', 'boiler', 'user', 'industry']",['mumbai'],['maharashtra'],"['purchase', 'personnel', 'boiler', 'user', 'industry', 'mumbai', 'maharashtra']"
"['purchase', 'personnel', 'boiler', 'user', 'industry']",['mumbai'],['maharashtra'],"['purchase', 'personnel', 'boiler', 'user', 'industry', 'mumbai', 'maharashtra']"
"['design', 'engineer', 'consultant']",['hyderabad '],['telangana '],"['design', 'engineer', 'consultant', 'hyderabad ', 'telangana ']"
"['engineer', 'operator', 'new', 'technology']",['mumbai'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'mumbai', 'maharashtra']"
"['agencies', 'deal', 'instrumentation']",['mumbai'],['maharashtra'],"['agencies', 'deal', 'instrumentation', 'mumbai', 'maharashtra']"
"['academician', 'student', 'engineering', 'college']",['nagpur'],['maharashtra '],"['academician', 'student', 'engineering', 'college', 'nagpur', 'maharashtra ']"
"['purchase', 'personnel', 'boiler', 'user', 'industry']",['mumbai'],['maharashtra'],"['purchase', 'personnel', 'boiler', 'user', 'industry', 'mumbai', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['ahmedabad'],['gujarat'],"['engineer', 'operator', 'new', 'technology', 'ahmedabad', 'gujarat']"
"['purchase', 'personnel', 'boiler', 'user', 'industry']",['mumbai'],['maharashtra '],"['purchase', 'personnel', 'boiler', 'user', 'industry', 'mumbai', 'maharashtra ']"
"['design', 'engineer', 'consultant']",['mumbai'],['maharashtra'],"['design', 'engineer', 'consultant', 'mumbai', 'maharashtra']"
"['purchase', 'personnel', 'boiler', 'user', 'industry']",['pune'],['maharashtra '],"['purchase', 'personnel', 'boiler', 'user', 'industry', 'pune', 'maharashtra ']"
"['purchase', 'personnel', 'boiler', 'user', 'industry']",['latur'],['maharashtra'],"['purchase', 'personnel', 'boiler', 'user', 'industry', 'latur', 'maharashtra']"
"['purchase', 'personnel', 'boiler', 'user', 'industry']",['mumbai'],['maharashtra'],"['purchase', 'personnel', 'boiler', 'user', 'industry', 'mumbai', 'maharashtra']"
"['academician', 'student', 'engineering', 'college']",['bhiwandi '],['maharashtra '],"['academician', 'student', 'engineering', 'college', 'bhiwandi ', 'maharashtra ']"
"['purchase', 'personnel', 'boiler', 'manufacturing', 'company']",['mumbai '],['maharashtra '],"['purchase', 'personnel', 'boiler', 'manufacturing', 'company', 'mumbai ', 'maharashtra ']"
"['engineer', 'operator', 'new', 'technology']",['mumbai '],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'mumbai ', 'maharashtra']"
"['design', 'engineer', 'consultant']",['navi mumbai'],['maharashtra'],"['design', 'engineer', 'consultant', 'navi mumbai', 'maharashtra']"
"['purchase', 'personnel', 'boiler', 'user', 'industry']",['mumbai'],['maharashtra'],"['purchase', 'personnel', 'boiler', 'user', 'industry', 'mumbai', 'maharashtra']"
"['academician', 'student', 'engineering', 'college']",['nagpur '],['maharashtra '],"['academician', 'student', 'engineering', 'college', 'nagpur ', 'maharashtra ']"
"['purchase', 'personnel', 'boiler', 'manufacturing', 'company']",['mumbai'],['maharashtra'],"['purchase', 'personnel', 'boiler', 'manufacturing', 'company', 'mumbai', 'maharashtra']"
"['academician', 'student', 'engineering', 'college']",['panvel '],['maharashtra'],"['academician', 'student', 'engineering', 'college', 'panvel ', 'maharashtra']"
"['academician', 'student', 'engineering', 'college']",['panvel'],['maharashtra '],"['academician', 'student', 'engineering', 'college', 'panvel', 'maharashtra ']"
"['academician', 'student', 'engineering', 'college']",['panvel'],['maharashtra '],"['academician', 'student', 'engineering', 'college', 'panvel', 'maharashtra ']"
"['academician', 'student', 'engineering', 'college']",['panvel '],['maharashtra '],"['academician', 'student', 'engineering', 'college', 'panvel ', 'maharashtra ']"
"['engineer', 'operator', 'new', 'technology']",['vasai'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'vasai', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['pune'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'pune', 'maharashtra']"
"['purchase', 'personnel', 'boiler', 'manufacturing', 'company']",['ahmedabad '],['gujarat'],"['purchase', 'personnel', 'boiler', 'manufacturing', 'company', 'ahmedabad ', 'gujarat']"
"['purchase', 'personnel', 'boiler', 'manufacturing', 'company']",['panvel'],['maharashtra'],"['purchase', 'personnel', 'boiler', 'manufacturing', 'company', 'panvel', 'maharashtra']"
"['design', 'engineer', 'consultant']",['mumbai'],['maharashtra'],"['design', 'engineer', 'consultant', 'mumbai', 'maharashtra']"
"['purchase', 'personnel', 'boiler', 'user', 'industry']",['mumbai '],['maharashtra '],"['purchase', 'personnel', 'boiler', 'user', 'industry', 'mumbai ', 'maharashtra ']"
"['academician', 'student', 'engineering', 'college']",['nagpur'],['maharashtra '],"['academician', 'student', 'engineering', 'college', 'nagpur', 'maharashtra ']"
"['purchase', 'personnel', 'boiler', 'user', 'industry']",['vapi'],['gujarat '],"['purchase', 'personnel', 'boiler', 'user', 'industry', 'vapi', 'gujarat ']"
"['academician', 'student', 'engineering', 'college']",['nagpur '],['maharashtra '],"['academician', 'student', 'engineering', 'college', 'nagpur ', 'maharashtra ']"
"['purchase', 'personnel', 'boiler', 'user', 'industry']",['mumbai '],['maharashtra '],"['purchase', 'personnel', 'boiler', 'user', 'industry', 'mumbai ', 'maharashtra ']"
"['design', 'engineer', 'consultant']",['mumbai'],['maharashtra'],"['design', 'engineer', 'consultant', 'mumbai', 'maharashtra']"
"['purchase', 'personnel', 'boiler', 'user', 'industry']",['gandhidham'],['gujarat'],"['purchase', 'personnel', 'boiler', 'user', 'industry', 'gandhidham', 'gujarat']"
"['purchase', 'personnel', 'boiler', 'user', 'industry']",['nashik'],['maharastra'],"['purchase', 'personnel', 'boiler', 'user', 'industry', 'nashik', 'maharastra']"
"['design', 'engineer', 'consultant']",['mumbai'],['maharashtra '],"['design', 'engineer', 'consultant', 'mumbai', 'maharashtra ']"
"['purchase', 'personnel', 'boiler', 'user', 'industry']",['mumbai'],['.maharasthra'],"['purchase', 'personnel', 'boiler', 'user', 'industry', 'mumbai', '.maharasthra']"
"['regulatory', 'authority', 'policy', 'maker', 'urban', 'planning', 'specialist', 'utility', 'energy', 'company']",['ahmedabad'],['gujarat'],"['regulatory', 'authority', 'policy', 'maker', 'urban', 'planning', 'specialist', 'utility', 'energy', 'company', 'ahmedabad', 'gujarat']"
"['regulatory', 'authority', 'policy', 'maker', 'urban', 'planning', 'specialist', 'utility', 'energy', 'company']",['mumbai'],['maharashtra'],"['regulatory', 'authority', 'policy', 'maker', 'urban', 'planning', 'specialist', 'utility', 'energy', 'company', 'mumbai', 'maharashtra']"
"['purchase', 'personnel', 'boiler', 'manufacturing', 'company']",['ahmedabad '],['gujarat '],"['purchase', 'personnel', 'boiler', 'manufacturing', 'company', 'ahmedabad ', 'gujarat ']"
"['engineer', 'operator', 'new', 'technology']",['mumbai '],['maharashtra '],"['engineer', 'operator', 'new', 'technology', 'mumbai ', 'maharashtra ']"
"['purchase', 'personnel', 'boiler', 'user', 'industry']",['mumbai'],['maharashtra'],"['purchase', 'personnel', 'boiler', 'user', 'industry', 'mumbai', 'maharashtra']"
"['agencies', 'deal', 'instrumentation']",['ahmedabad '],['gujarat '],"['agencies', 'deal', 'instrumentation', 'ahmedabad ', 'gujarat ']"
"['academician', 'student', 'engineering', 'college']",['panvel'],['maharashtra '],"['academician', 'student', 'engineering', 'college', 'panvel', 'maharashtra ']"
"['academician', 'student', 'engineering', 'college']",['mumbai '],['maharashtra '],"['academician', 'student', 'engineering', 'college', 'mumbai ', 'maharashtra ']"
"['purchase', 'personnel', 'boiler', 'user', 'industry']",['mumbai'],['maharashtra'],"['purchase', 'personnel', 'boiler', 'user', 'industry', 'mumbai', 'maharashtra']"
"['design', 'engineer', 'consultant']",['una'],['gujarat'],"['design', 'engineer', 'consultant', 'una', 'gujarat']"
"['regulatory', 'authority', 'policy', 'maker', 'urban', 'planning', 'specialist', 'utility', 'energy', 'company']",['ahmedabad'],['gujarat'],"['regulatory', 'authority', 'policy', 'maker', 'urban', 'planning', 'specialist', 'utility', 'energy', 'company', 'ahmedabad', 'gujarat']"
"['academician', 'student', 'engineering', 'college']",['navi mumbai '],['maharashtra '],"['academician', 'student', 'engineering', 'college', 'navi mumbai ', 'maharashtra ']"
"['regulatory', 'authority', 'policy', 'maker', 'urban', 'planning', 'specialist', 'utility', 'energy', 'company']",['ahmedabad'],['gujarat'],"['regulatory', 'authority', 'policy', 'maker', 'urban', 'planning', 'specialist', 'utility', 'energy', 'company', 'ahmedabad', 'gujarat']"
"['academician', 'student', 'engineering', 'college']",['mumbai'],['maharashtra'],"['academician', 'student', 'engineering', 'college', 'mumbai', 'maharashtra']"
"['purchase', 'personnel', 'boiler', 'manufacturing', 'company']",['ahmedabad '],['gujarat '],"['purchase', 'personnel', 'boiler', 'manufacturing', 'company', 'ahmedabad ', 'gujarat ']"
"['engineer', 'operator', 'new', 'technology']",['mumbai '],['maharashtra '],"['engineer', 'operator', 'new', 'technology', 'mumbai ', 'maharashtra ']"
"['purchase', 'personnel', 'boiler', 'manufacturing', 'company']",['pune'],['maharashtra '],"['purchase', 'personnel', 'boiler', 'manufacturing', 'company', 'pune', 'maharashtra ']"
"['design', 'engineer', 'consultant']",['pune'],['maharashtra '],"['design', 'engineer', 'consultant', 'pune', 'maharashtra ']"
"['design', 'engineer', 'consultant']",['mumbai'],['maharashtra'],"['design', 'engineer', 'consultant', 'mumbai', 'maharashtra']"
"['purchase', 'personnel', 'boiler', 'user', 'industry']",['mumbai'],['maharashtra'],"['purchase', 'personnel', 'boiler', 'user', 'industry', 'mumbai', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['mumbai'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'mumbai', 'maharashtra']"
"['regulatory', 'authority', 'policy', 'maker', 'urban', 'planning', 'specialist', 'utility', 'energy', 'company']",['ahmedabad'],['gujarat'],"['regulatory', 'authority', 'policy', 'maker', 'urban', 'planning', 'specialist', 'utility', 'energy', 'company', 'ahmedabad', 'gujarat']"
"['purchase', 'personnel', 'boiler', 'manufacturing', 'company']",['kolkata '],['west bengal'],"['purchase', 'personnel', 'boiler', 'manufacturing', 'company', 'kolkata ', 'west bengal']"
"['purchase', 'personnel', 'boiler', 'user', 'industry']",['mh '],['mumbai '],"['purchase', 'personnel', 'boiler', 'user', 'industry', 'mh ', 'mumbai ']"
"['academician', 'student', 'engineering', 'college']",['thane'],['maharashtra '],"['academician', 'student', 'engineering', 'college', 'thane', 'maharashtra ']"
"['design', 'engineer', 'consultant']",['mumbai'],['maharashtra'],"['design', 'engineer', 'consultant', 'mumbai', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['mumbai '],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'mumbai ', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['ambernath '],['maharashtra '],"['engineer', 'operator', 'new', 'technology', 'ambernath ', 'maharashtra ']"
"['purchase', 'personnel', 'boiler', 'manufacturing', 'company']",['ahmedabad'],['gujrat'],"['purchase', 'personnel', 'boiler', 'manufacturing', 'company', 'ahmedabad', 'gujrat']"
"['purchase', 'personnel', 'boiler', 'user', 'industry']",['mumbai '],['maharashtra '],"['purchase', 'personnel', 'boiler', 'user', 'industry', 'mumbai ', 'maharashtra ']"
"['design', 'engineer', 'consultant']",['mumbai'],['maharashtra'],"['design', 'engineer', 'consultant', 'mumbai', 'maharashtra']"
"['academician', 'student', 'engineering', 'college']",['mumbai '],['maharastra '],"['academician', 'student', 'engineering', 'college', 'mumbai ', 'maharastra ']"
"['academician', 'student', 'engineering', 'college']",['mumbai '],['maharashtra '],"['academician', 'student', 'engineering', 'college', 'mumbai ', 'maharashtra ']"
"['engineer', 'operator', 'new', 'technology']",['ambernath'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'ambernath', 'maharashtra']"
"['purchase', 'personnel', 'boiler', 'manufacturing', 'company']",['mumbai'],['maharashtra'],"['purchase', 'personnel', 'boiler', 'manufacturing', 'company', 'mumbai', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['ahmedabad'],['gujarat'],"['engineer', 'operator', 'new', 'technology', 'ahmedabad', 'gujarat']"
"['engineer', 'operator', 'new', 'technology']",['ahmedabad '],['gujarat'],"['engineer', 'operator', 'new', 'technology', 'ahmedabad ', 'gujarat']"
"['design', 'engineer', 'consultant']",['mumbai'],['maharashtra'],"['design', 'engineer', 'consultant', 'mumbai', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['ahmedabad'],['gujarat'],"['engineer', 'operator', 'new', 'technology', 'ahmedabad', 'gujarat']"
"['academician', 'student', 'engineering', 'college']",['mumbai'],['maharashtra '],"['academician', 'student', 'engineering', 'college', 'mumbai', 'maharashtra ']"
"['academician', 'student', 'engineering', 'college']",['mumbai'],['maharashtra '],"['academician', 'student', 'engineering', 'college', 'mumbai', 'maharashtra ']"
"['engineer', 'operator', 'new', 'technology']",['thane'],['maharashtra '],"['engineer', 'operator', 'new', 'technology', 'thane', 'maharashtra ']"
"['purchase', 'personnel', 'boiler', 'manufacturing', 'company']",['mumbai'],['maharashtra'],"['purchase', 'personnel', 'boiler', 'manufacturing', 'company', 'mumbai', 'maharashtra']"
"['academician', 'student', 'engineering', 'college']",['navi mumbai '],['maharashtra '],"['academician', 'student', 'engineering', 'college', 'navi mumbai ', 'maharashtra ']"
"['academician', 'student', 'engineering', 'college']",['mumbai '],['maharashtra '],"['academician', 'student', 'engineering', 'college', 'mumbai ', 'maharashtra ']"
"['purchase', 'personnel', 'boiler', 'user', 'industry']",['pune'],['maharashtra'],"['purchase', 'personnel', 'boiler', 'user', 'industry', 'pune', 'maharashtra']"
"['agencies', 'deal', 'instrumentation']",['nagpur '],['maharashtra '],"['agencies', 'deal', 'instrumentation', 'nagpur ', 'maharashtra ']"
"['engineer', 'operator', 'new', 'technology']",['navi mumbai'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'navi mumbai', 'maharashtra']"
"['design', 'engineer', 'consultant']",['navi mumbai'],['maharashtra'],"['design', 'engineer', 'consultant', 'navi mumbai', 'maharashtra']"
"['design', 'engineer', 'consultant']",['pune'],['maharashtra'],"['design', 'engineer', 'consultant', 'pune', 'maharashtra']"
"['purchase', 'personnel', 'boiler', 'user', 'industry']",['mumbai'],['maharashtra'],"['purchase', 'personnel', 'boiler', 'user', 'industry', 'mumbai', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['kalol'],['gujarat '],"['engineer', 'operator', 'new', 'technology', 'kalol', 'gujarat ']"
"['academician', 'student', 'engineering', 'college']",['mumbai'],['maharashtra'],"['academician', 'student', 'engineering', 'college', 'mumbai', 'maharashtra']"
"['agencies', 'deal', 'instrumentation']",['nagpur '],['maharashtra '],"['agencies', 'deal', 'instrumentation', 'nagpur ', 'maharashtra ']"
"['engineer', 'operator', 'new', 'technology']",['ambernath '],['maharashtra '],"['engineer', 'operator', 'new', 'technology', 'ambernath ', 'maharashtra ']"
"['agencies', 'deal', 'instrumentation']",['mumbai'],['maharashtra '],"['agencies', 'deal', 'instrumentation', 'mumbai', 'maharashtra ']"
"['academician', 'student', 'engineering', 'college']",['mumbai '],['maharashtra '],"['academician', 'student', 'engineering', 'college', 'mumbai ', 'maharashtra ']"
"['purchase', 'personnel', 'boiler', 'user', 'industry']",['pune '],['maharashtra '],"['purchase', 'personnel', 'boiler', 'user', 'industry', 'pune ', 'maharashtra ']"
"['purchase', 'personnel', 'boiler', 'user', 'industry']",['pune'],['maharashtra'],"['purchase', 'personnel', 'boiler', 'user', 'industry', 'pune', 'maharashtra']"
"['academician', 'student', 'engineering', 'college']",['dombivli '],['maharashtra '],"['academician', 'student', 'engineering', 'college', 'dombivli ', 'maharashtra ']"
"['purchase', 'personnel', 'boiler', 'user', 'industry']",['navi mumbai '],['maharashtra '],"['purchase', 'personnel', 'boiler', 'user', 'industry', 'navi mumbai ', 'maharashtra ']"
"['engineer', 'operator', 'new', 'technology']",['mumbai '],['maharashtra '],"['engineer', 'operator', 'new', 'technology', 'mumbai ', 'maharashtra ']"
"['engineer', 'operator', 'new', 'technology']",['pune'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'pune', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['mumbai'],['maharasthra'],"['engineer', 'operator', 'new', 'technology', 'mumbai', 'maharasthra']"
"['purchase', 'personnel', 'boiler', 'user', 'industry']",['mumbai'],['maharashtra '],"['purchase', 'personnel', 'boiler', 'user', 'industry', 'mumbai', 'maharashtra ']"
"['engineer', 'operator', 'new', 'technology']",['navi mumbai'],['maharashtra '],"['engineer', 'operator', 'new', 'technology', 'navi mumbai', 'maharashtra ']"
"['academician', 'student', 'engineering', 'college']",['raigad '],['maharashtra'],"['academician', 'student', 'engineering', 'college', 'raigad ', 'maharashtra']"
"['design', 'engineer', 'consultant']",['pune'],['maharashtra'],"['design', 'engineer', 'consultant', 'pune', 'maharashtra']"
"['purchase', 'personnel', 'boiler', 'user', 'industry']",['mumbai'],['maharashtra'],"['purchase', 'personnel', 'boiler', 'user', 'industry', 'mumbai', 'maharashtra']"
"['academician', 'student', 'engineering', 'college']",['mumbai'],['maharashtra'],"['academician', 'student', 'engineering', 'college', 'mumbai', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['pune'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'pune', 'maharashtra']"
"['purchase', 'personnel', 'boiler', 'user', 'industry']",['navi mumbai '],['maharashtra '],"['purchase', 'personnel', 'boiler', 'user', 'industry', 'navi mumbai ', 'maharashtra ']"
"['academician', 'student', 'engineering', 'college']",['mumbai'],['maharashtra '],"['academician', 'student', 'engineering', 'college', 'mumbai', 'maharashtra ']"
"['design', 'engineer', 'consultant']",['pune'],['maharashtra'],"['design', 'engineer', 'consultant', 'pune', 'maharashtra']"
"['purchase', 'personnel', 'boiler', 'user', 'industry']",['delhi'],['maharashtra'],"['purchase', 'personnel', 'boiler', 'user', 'industry', 'delhi', 'maharashtra']"
"['purchase', 'personnel', 'boiler', 'user', 'industry']",['murbad'],['maharashtra'],"['purchase', 'personnel', 'boiler', 'user', 'industry', 'murbad', 'maharashtra']"
"['design', 'engineer', 'consultant']",['pune'],['maharashtra'],"['design', 'engineer', 'consultant', 'pune', 'maharashtra']"
"['purchase', 'personnel', 'boiler', 'user', 'industry']",['ahmedabad'],['gujarat'],"['purchase', 'personnel', 'boiler', 'user', 'industry', 'ahmedabad', 'gujarat']"
"['agencies', 'deal', 'instrumentation']",['mumbai'],['maharashtra'],"['agencies', 'deal', 'instrumentation', 'mumbai', 'maharashtra']"
"['purchase', 'personnel', 'boiler', 'user', 'industry']",['dombivli'],['maharashtra'],"['purchase', 'personnel', 'boiler', 'user', 'industry', 'dombivli', 'maharashtra']"
"['purchase', 'personnel', 'boiler', 'user', 'industry']",['guwahati'],['assam'],"['purchase', 'personnel', 'boiler', 'user', 'industry', 'guwahati', 'assam']"
"['purchase', 'personnel', 'boiler', 'manufacturing', 'company']",['pune'],['maharashtra'],"['purchase', 'personnel', 'boiler', 'manufacturing', 'company', 'pune', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['pune'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'pune', 'maharashtra']"
"['academician', 'student', 'engineering', 'college']",['mumbai'],['maharashtra'],"['academician', 'student', 'engineering', 'college', 'mumbai', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['vasai '],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'vasai ', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['wai'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'wai', 'maharashtra']"
"['design', 'engineer', 'consultant']",['mumbai'],['maharashtra'],"['design', 'engineer', 'consultant', 'mumbai', 'maharashtra']"
"['purchase', 'personnel', 'boiler', 'manufacturing', 'company']",['mahad'],['maharashtra '],"['purchase', 'personnel', 'boiler', 'manufacturing', 'company', 'mahad', 'maharashtra ']"
"['agencies', 'deal', 'instrumentation']",['vapi'],['gujarat'],"['agencies', 'deal', 'instrumentation', 'vapi', 'gujarat']"
"['academician', 'student', 'engineering', 'college']",['panvel '],['maharashtra '],"['academician', 'student', 'engineering', 'college', 'panvel ', 'maharashtra ']"
"['engineer', 'operator', 'new', 'technology']",['tuticorin'],['tamil nadu'],"['engineer', 'operator', 'new', 'technology', 'tuticorin', 'tamil nadu']"
"['investor', 'banker', 'venture', 'capitalist']",['navi mumbai'],['maharashtra'],"['investor', 'banker', 'venture', 'capitalist', 'navi mumbai', 'maharashtra']"
"['purchase', 'personnel', 'boiler', 'user', 'industry']",['dombivli'],['maharashtra'],"['purchase', 'personnel', 'boiler', 'user', 'industry', 'dombivli', 'maharashtra']"
"['academician', 'student', 'engineering', 'college']",[' navi mumbai'],['maharashtra'],"['academician', 'student', 'engineering', 'college', ' navi mumbai', 'maharashtra']"
"['academician', 'student', 'engineering', 'college']",['panvel '],['maharashtra '],"['academician', 'student', 'engineering', 'college', 'panvel ', 'maharashtra ']"
"['academician', 'student', 'engineering', 'college']",['kalyan '],['maharashtra '],"['academician', 'student', 'engineering', 'college', 'kalyan ', 'maharashtra ']"
"['purchase', 'personnel', 'boiler', 'manufacturing', 'company']",['murbad'],['maharashtra '],"['purchase', 'personnel', 'boiler', 'manufacturing', 'company', 'murbad', 'maharashtra ']"
"['academician', 'student', 'engineering', 'college']",['panvel'],['maharashtra'],"['academician', 'student', 'engineering', 'college', 'panvel', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['pune'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'pune', 'maharashtra']"
"['academician', 'student', 'engineering', 'college']",['kamothe'],['maharashtra '],"['academician', 'student', 'engineering', 'college', 'kamothe', 'maharashtra ']"
"['purchase', 'personnel', 'boiler', 'manufacturing', 'company']",['pune'],['maharashtra'],"['purchase', 'personnel', 'boiler', 'manufacturing', 'company', 'pune', 'maharashtra']"
"['agencies', 'deal', 'instrumentation']",['mumbai '],['maharashtra '],"['agencies', 'deal', 'instrumentation', 'mumbai ', 'maharashtra ']"
"['engineer', 'operator', 'new', 'technology']",['mumbai'],['maharastra'],"['engineer', 'operator', 'new', 'technology', 'mumbai', 'maharastra']"
"['investor', 'banker', 'venture', 'capitalist']",['kamothe'],['maharashtra'],"['investor', 'banker', 'venture', 'capitalist', 'kamothe', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['ahmedabad'],['gujarat'],"['engineer', 'operator', 'new', 'technology', 'ahmedabad', 'gujarat']"
"['academician', 'student', 'engineering', 'college']",['panvel'],['maharashtra '],"['academician', 'student', 'engineering', 'college', 'panvel', 'maharashtra ']"
"['engineer', 'operator', 'new', 'technology']",['boiser'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'boiser', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['pune'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'pune', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['mumbai'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'mumbai', 'maharashtra']"
"['agencies', 'deal', 'instrumentation']",['guwahati'],['assam'],"['agencies', 'deal', 'instrumentation', 'guwahati', 'assam']"
