Industry,Company Size,Package Type,Sponsorship Amount,Duration (months),Marketing Activities,Event Type,Event Month,Attendee Demographics,ROI Metrics,Feedback
5,0,1,62815,8.0,1,1,2,0,2.1,0
1,2,0,97748,4.0,0,2,10,3,3.0,0
2,1,0,30341,10.0,1,3,8,0,3.5,1
1,0,2,94228,7.0,0,1,2,1,3.2,2
3,1,1,96679,11.0,0,0,11,1,3.9,1
1,2,0,13983,8.0,2,2,11,3,2.9,2
3,2,1,66985,6.0,1,0,4,4,3.5,1
4,0,1,36671,7.0,2,2,1,1,3.6,2
1,1,0,68327,5.0,0,3,7,1,4.7,1
1,1,1,38211,11.0,0,1,8,1,4.1,2
3,2,0,27372,9.0,1,0,1,3,5.0,1
0,0,0,81624,6.0,0,0,10,4,3.7,1
4,0,0,18461,5.0,0,3,9,2,4.7,0
0,0,0,61503,7.0,3,2,3,4,4.2,1
0,2,2,94412,8.0,3,0,6,1,2.4,2
4,0,0,86522,10.0,0,0,10,4,4.7,1
5,0,2,54577,3.0,1,1,2,0,3.5,1
2,1,1,79417,7.0,1,0,2,3,2.2,1
3,2,2,43401,6.0,0,2,7,3,3.3,2
5,1,0,75674,5.0,3,3,9,3,5.0,1
4,2,0,27430,3.0,2,3,9,0,3.8,2
4,0,1,27409,8.0,2,0,3,2,2.6,2
4,1,2,51292,3.0,0,0,10,4,2.5,2
2,1,0,87216,7.0,0,1,9,2,2.4,1
3,0,0,84393,11.0,1,0,3,3,4.7,1
2,1,0,55892,9.0,3,0,2,4,3.2,1
2,2,2,35302,12.0,2,1,9,1,2.9,1
5,0,2,64142,11.0,1,2,1,0,3.8,1
0,1,1,74555,9.0,0,0,11,0,3.5,1
4,1,2,79107,1.0,1,3,1,2,3.3,0
3,1,2,87607,10.0,1,0,6,4,2.8,2
0,1,2,64957,3.0,0,3,3,4,2.4,2
4,0,0,34961,9.0,1,0,1,2,2.9,2
4,1,2,79313,12.0,0,3,2,3,2.3,0
1,1,2,30945,6.0,1,2,3,0,2.4,2
0,2,0,37116,1.0,1,0,9,3,3.3,1
1,1,1,19229,1.0,2,2,9,2,4.1,2
2,2,0,32419,7.0,2,2,8,1,2.4,2
3,0,2,77450,8.0,2,1,8,3,2.9,2
3,1,0,64449,12.0,2,2,12,2,3.1,2
3,0,1,69257,9.0,2,1,4,0,3.9,0
1,1,2,47301,8.0,2,0,2,3,4.2,2
2,2,2,17799,6.0,0,3,8,3,3.8,2
4,2,0,73304,8.0,0,1,7,0,4.1,1
5,2,0,81675,2.0,2,2,8,3,4.1,2
3,2,0,66347,5.0,2,1,11,4,3.1,2
4,2,0,50406,2.0,3,1,11,1,2.7,2
4,1,1,27482,12.0,1,2,6,3,2.4,2
3,0,2,96745,1.0,2,1,2,0,4.7,0
2,2,0,74851,10.0,0,3,9,4,4.5,2
4,1,2,15794,12.0,0,1,3,2,4.8,1
3,2,0,12207,7.0,3,1,4,0,4.2,2
1,2,0,21972,8.0,3,1,7,1,4.0,2
5,2,2,64576,5.0,0,0,1,3,2.7,0
3,0,1,70746,3.0,2,3,7,0,2.4,2
1,2,1,72698,11.0,3,3,9,4,3.0,1
1,0,1,81504,10.0,0,0,1,0,4.4,2
0,0,2,85137,6.0,3,1,3,2,3.8,0
2,0,2,77699,11.0,3,3,11,0,2.7,1
4,0,2,41190,1.0,3,3,1,1,3.8,2
5,1,2,54680,9.0,1,0,12,4,2.5,1
1,1,0,58056,3.0,1,1,2,3,4.4,1
4,2,0,87112,9.0,1,2,5,1,2.9,0
3,1,1,47247,5.0,1,2,8,3,3.1,0
5,0,2,92743,3.0,3,0,3,2,3.5,1
2,1,2,76860,3.0,0,2,6,2,3.4,1
5,2,2,28776,7.0,0,0,10,2,3.8,2
0,0,1,36982,4.0,2,0,10,2,4.3,2
1,1,2,23931,10.0,0,2,2,3,4.2,0
1,2,1,56515,8.0,3,3,11,2,4.5,2
5,2,1,48745,3.0,3,2,4,1,2.2,1
3,0,0,47588,11.0,0,0,12,0,2.5,1
0,2,0,44396,3.0,3,3,2,2,2.4,0
5,1,0,79059,5.0,0,0,9,4,2.0,2
4,0,1,29011,12.0,2,2,12,4,2.9,0
3,2,0,43896,8.0,1,1,4,3,3.7,0
1,0,2,65100,5.0,2,2,6,1,2.3,2
3,2,0,42846,4.0,3,0,2,3,4.7,2
4,1,1,63271,8.0,1,1,2,0,4.0,2
5,0,2,86995,10.0,0,3,3,3,3.7,2
3,2,2,29680,3.0,2,2,7,4,2.6,0
5,1,1,37254,12.0,3,3,8,1,3.1,0
4,1,0,64444,8.0,1,3,4,0,3.5,2
5,2,1,75284,9.0,2,0,3,1,4.8,2
2,0,0,16521,1.0,0,3,1,1,2.8,1
0,2,1,22531,9.0,2,0,9,1,3.7,1
2,1,1,15363,2.0,2,2,6,4,4.4,1
0,0,0,49517,12.0,1,2,7,0,3.5,2
1,1,2,51446,2.0,1,0,4,3,2.1,1
3,1,0,56437,5.0,3,1,1,1,4.1,2
4,1,0,67198,9.0,2,2,12,1,3.7,1
5,2,2,23634,2.0,1,0,7,1,4.2,0
2,2,1,82544,12.0,3,3,6,4,4.9,2
4,1,0,82026,11.0,1,1,12,1,4.3,0
1,0,0,19582,3.0,2,1,2,2,3.8,1
4,1,1,55040,12.0,2,2,7,0,2.7,0
2,1,2,64596,8.0,1,1,8,4,4.8,0
4,2,2,83103,9.0,2,1,1,0,4.1,2
4,1,1,35195,6.0,1,0,2,3,2.5,0
2,1,2,92791,12.0,1,1,8,1,3.2,0
3,0,0,41899,5.0,2,3,6,3,3.5,0
5,2,0,23719,8.0,1,0,9,0,2.4,1
2,2,2,99917,10.0,3,1,9,3,2.1,2
0,2,0,24456,3.0,1,2,9,2,4.7,0
1,1,0,35248,7.0,2,3,9,0,4.7,0
3,0,1,89325,7.0,1,0,7,3,4.9,1
0,2,0,97438,11.0,3,1,12,2,3.4,0
3,2,0,73484,2.0,1,0,10,2,3.9,2
0,2,2,87592,4.0,2,0,7,1,3.3,0
0,2,1,52029,11.0,0,3,3,4,4.4,2
2,2,2,67445,12.0,1,2,1,4,3.7,0
4,2,2,47289,12.0,3,2,7,1,3.3,1
0,1,2,96533,12.0,0,1,2,3,2.2,1
1,2,0,29724,7.0,1,0,8,0,2.1,1
1,1,2,17344,6.0,3,0,6,4,4.3,1
2,0,2,61168,4.0,3,1,6,2,3.1,0
1,1,1,16340,6.0,3,2,8,2,2.5,1
4,0,2,75902,8.0,2,2,7,3,2.0,2
0,2,2,87496,11.0,0,3,11,0,2.1,1
1,0,0,69442,7.0,0,3,3,1,4.7,1
4,2,0,33387,10.0,0,3,6,4,3.1,2
3,2,0,62306,8.0,1,1,7,0,2.5,0
1,2,1,13325,7.0,1,1,12,4,3.6,1
5,1,0,71777,6.0,0,2,8,0,4.7,0
4,1,0,41789,12.0,3,1,7,0,4.0,1
2,1,0,97861,3.0,0,0,12,3,3.7,2
1,2,0,37192,1.0,3,2,9,1,4.6,1
4,1,2,73239,8.0,2,3,9,3,2.5,2
1,1,1,71058,7.0,0,1,9,4,4.4,2
0,0,2,69434,2.0,2,2,7,4,4.9,2
3,0,1,98719,2.0,0,3,9,0,4.5,1
4,1,1,48531,1.0,3,2,1,3,2.7,0
0,0,2,56949,10.0,1,3,5,1,4.5,2
0,2,0,40379,3.0,0,3,1,0,4.1,1
1,0,0,37248,9.0,2,3,3,3,3.9,1
5,1,0,35756,2.0,3,2,2,2,4.3,1
3,1,1,83724,8.0,1,0,2,0,4.5,2
3,2,1,18851,12.0,1,0,9,4,2.4,1
1,1,0,49809,8.0,3,0,9,1,2.5,1
2,1,1,42606,9.0,0,3,8,4,4.8,1
1,0,2,94269,4.0,0,0,12,0,4.3,2
0,1,1,60723,9.0,2,3,3,1,3.0,0
2,0,0,43214,8.0,3,1,9,1,2.8,2
5,1,0,28439,3.0,1,3,1,2,3.5,2
1,2,2,83288,12.0,3,3,9,0,4.8,2
2,0,2,90743,6.0,0,0,1,0,2.5,2
1,1,0,12338,1.0,1,0,1,2,4.6,2
5,2,0,49922,9.0,3,2,10,2,3.7,2
4,2,2,23480,2.0,0,1,12,1,3.4,0
2,1,2,50177,5.0,0,3,2,0,3.9,1
1,0,2,33885,8.0,1,2,11,0,3.7,2
0,2,0,50856,3.0,3,0,2,4,3.7,1
1,1,2,67647,6.0,3,3,6,1,2.4,2
1,0,0,32469,6.0,3,3,12,0,2.9,0
5,1,2,33357,3.0,0,0,6,0,4.5,1
1,0,1,99314,11.0,0,3,10,4,3.2,1
1,2,2,90307,1.0,3,1,3,2,3.6,2
0,0,2,41587,2.0,3,3,12,3,4.8,1
4,1,2,48938,6.0,1,1,10,0,2.4,2
0,0,0,42117,6.0,3,3,12,1,2.3,1
3,2,1,76500,3.0,0,3,4,0,2.4,0
5,0,1,72578,2.0,0,0,10,1,4.7,2
0,2,0,92091,5.0,0,1,7,0,2.3,0
3,2,1,79277,4.0,3,2,7,4,3.9,0
5,2,2,49009,3.0,3,2,8,2,4.2,1
1,1,1,82140,12.0,0,3,9,4,3.8,2
4,2,0,63378,6.0,2,2,12,0,4.2,0
0,2,2,93956,1.0,1,3,8,2,4.7,2
1,0,1,33028,10.0,2,0,1,2,2.6,1
1,1,0,86951,4.0,2,0,10,1,4.4,1
0,2,2,48194,11.0,0,2,7,2,4.1,1
5,1,2,66781,4.0,1,3,12,2,2.0,1
2,0,1,40714,6.0,1,2,3,3,4.5,0
5,0,1,40865,1.0,2,1,1,3,4.9,0
2,2,2,48357,2.0,0,0,6,0,4.8,1
5,1,0,65626,3.0,3,1,7,3,2.4,2
3,0,2,51130,11.0,0,3,1,4,4.8,2
3,0,2,44102,3.0,1,3,9,3,2.3,0
0,1,0,88594,5.0,1,0,1,2,3.5,0
1,2,0,93293,1.0,0,1,1,4,3.7,2
4,2,0,96207,1.0,1,2,2,1,2.6,1
1,0,2,42152,6.0,2,0,4,1,4.2,2
4,1,1,76889,11.0,1,3,3,3,2.0,0
0,1,0,98644,5.0,0,3,3,1,2.3,2
5,1,1,70554,4.0,2,0,9,4,4.7,2
1,1,0,49011,2.0,3,0,10,0,3.6,0
5,1,1,69009,5.0,1,3,6,2,2.4,1
1,1,2,21600,7.0,2,2,2,3,4.3,2
5,1,0,72458,12.0,2,3,4,2,2.2,0
2,0,0,15093,4.0,1,3,1,4,4.3,2
5,0,1,21994,7.0,2,3,7,4,3.9,2
1,1,2,41797,10.0,3,2,7,3,2.5,1
4,0,0,87071,10.0,3,2,6,2,2.3,2
4,0,2,60850,3.0,3,3,3,2,3.3,1
2,1,2,26516,11.0,2,2,12,0,3.7,2
4,0,1,18679,8.0,3,0,7,1,2.7,1
4,0,2,51859,3.0,1,2,6,1,2.2,2
5,0,0,48599,2.0,2,0,11,1,2.4,0
5,0,0,72081,10.0,2,3,6,3,3.9,2
3,1,0,88983,11.0,0,1,12,4,4.7,0
3,2,1,60743,12.0,0,3,12,1,4.3,2
2,2,2,63505,7.0,0,2,6,0,3.2,2
5,1,1,50337,5.0,1,2,5,0,3.5,0
2,1,2,54566,2.0,2,1,10,2,3.5,2
5,1,1,31955,3.0,3,2,2,3,2.0,2
1,2,0,98591,12.0,2,1,9,0,2.4,0
2,0,2,27907,3.0,1,2,9,1,3.9,0
0,1,0,57077,5.0,3,1,9,4,4.0,1
5,0,1,75451,4.0,1,1,4,1,4.0,0
4,2,0,95476,10.0,2,2,12,3,4.7,0
4,2,1,81293,7.0,0,3,11,3,2.1,2
2,0,1,95918,6.0,2,2,6,4,5.0,1
0,2,2,75285,3.0,0,0,9,3,4.6,2
2,1,1,18349,6.0,0,3,6,2,2.4,1
1,1,1,57565,8.0,2,0,3,0,4.5,0
1,1,0,47082,2.0,1,0,4,4,4.7,0
2,0,1,80137,4.0,3,3,7,2,2.8,2
0,0,2,90297,5.0,3,0,9,0,3.1,1
1,2,2,69102,5.0,1,0,11,2,2.3,1
1,2,2,43847,4.0,0,1,2,3,2.2,1
4,0,0,20430,10.0,3,3,10,2,2.9,1
4,1,1,61007,4.0,2,1,10,1,2.0,1
3,0,1,61204,12.0,1,1,9,4,2.3,0
1,1,0,99729,2.0,1,1,1,4,4.2,0
1,1,0,70236,9.0,1,2,3,4,3.5,2
1,0,0,27767,10.0,0,3,1,4,2.7,0
1,0,0,39843,3.0,1,3,2,2,4.8,0
2,2,1,12000,6.0,2,2,9,3,4.0,1
2,0,0,48489,10.0,0,0,10,4,4.8,2
3,1,1,23785,12.0,2,0,10,3,3.5,2
3,1,1,81471,8.0,1,3,6,1,3.8,2
4,0,2,10996,3.0,0,3,7,1,3.0,1
1,1,1,83881,6.0,1,1,3,4,2.3,2
1,0,0,15810,7.0,3,1,8,0,3.6,1
1,1,0,24716,4.0,1,3,7,3,2.1,1
2,1,2,53126,1.0,0,0,2,4,3.7,2
0,2,0,41352,3.0,0,2,5,2,4.3,1
5,1,2,94811,9.0,1,3,2,1,3.7,1
1,2,0,92632,6.0,2,1,8,3,4.6,1
2,1,2,58146,7.0,3,2,1,4,3.5,0
2,1,0,14988,10.0,0,3,11,3,2.4,1
0,2,2,61709,6.0,3,0,2,4,3.6,0
5,1,2,68774,2.0,1,2,11,3,4.1,2
4,0,0,35045,2.0,0,1,2,2,3.8,2
4,2,1,82155,5.0,1,3,8,1,2.3,0
0,0,2,76632,5.0,0,2,9,1,3.5,2
2,0,2,59468,12.0,0,0,9,1,2.8,1
0,0,0,39900,7.0,3,0,7,3,2.6,2
3,0,0,71262,6.0,2,1,7,1,4.8,1
5,2,2,85004,8.0,1,0,8,1,4.7,1
3,0,0,20089,11.0,3,2,8,3,2.6,1
4,2,0,79598,9.0,0,3,11,0,4.6,0
3,0,2,72500,5.0,1,3,11,0,4.7,0
5,1,1,94273,5.0,2,2,1,2,3.3,1
1,2,1,75980,6.0,3,0,12,0,4.4,2
4,1,1,68453,1.0,3,3,6,4,4.1,1
5,2,1,60721,10.0,0,2,11,0,3.9,2
0,2,1,84426,5.0,1,2,9,1,4.9,1
0,0,0,23909,3.0,3,1,3,4,4.5,2
2,1,2,41735,5.0,1,1,1,1,4.0,2
2,2,2,51131,4.0,1,1,1,4,2.1,0
3,1,0,83947,8.0,1,1,5,2,3.2,1
3,0,2,50213,8.0,0,3,6,2,3.6,0
1,0,1,64110,9.0,3,2,11,2,5.0,2
3,1,0,96062,3.0,2,2,7,1,2.3,0
5,1,1,24224,3.0,2,0,3,0,2.7,1
5,0,0,46332,7.0,2,2,7,1,4.9,0
4,0,2,97297,10.0,1,3,10,1,2.3,1
2,2,2,33658,7.0,3,2,2,4,2.7,2
0,0,2,45365,11.0,2,1,12,4,4.0,2
5,1,1,40847,2.0,2,0,6,2,4.5,1
5,0,2,40101,4.0,0,3,3,3,2.7,0
0,2,2,91031,9.0,3,3,1,1,2.2,2
3,1,0,19807,10.0,3,3,8,0,2.3,2
5,1,1,93703,4.0,1,2,11,1,2.5,2
3,2,0,94705,5.0,3,3,2,0,4.3,2
3,0,1,45927,11.0,0,2,1,1,4.7,0
5,0,2,53673,6.0,3,2,7,1,4.1,1
1,1,1,60800,12.0,1,2,1,1,2.9,0
2,1,0,57241,3.0,1,2,4,4,2.5,2
1,0,1,46778,10.0,1,0,4,0,3.7,0
5,0,1,51699,6.0,3,1,1,4,3.7,2
4,0,0,15503,10.0,0,3,11,1,2.7,0
3,2,1,35468,8.0,1,3,3,3,4.8,0
5,2,1,36757,12.0,0,0,7,4,2.8,1
3,1,2,58349,11.0,0,3,3,3,3.7,1
1,2,0,50719,10.0,1,3,1,4,4.8,2
1,0,0,27674,11.0,1,1,6,3,2.2,1
4,1,0,47146,1.0,2,2,8,4,4.7,1
1,2,0,28957,12.0,3,1,6,2,3.9,2
3,1,1,67263,7.0,2,0,4,4,3.3,1
1,1,1,51043,6.0,3,0,6,2,2.2,2
3,1,0,87447,10.0,1,1,6,3,3.2,1
3,1,1,17339,6.0,3,3,10,0,3.7,0
5,0,0,23868,10.0,1,0,2,1,2.1,2
2,0,1,85058,10.0,0,0,10,1,2.2,2
0,1,1,33776,11.0,2,0,12,1,2.2,2
5,1,0,43819,6.0,1,2,4,1,2.5,2
5,1,1,99308,4.0,0,1,11,1,2.6,0
4,2,0,52444,6.0,2,3,10,4,3.5,2
2,2,0,94074,2.0,2,1,4,4,4.1,0
2,2,0,67157,4.0,3,1,10,0,4.8,0
1,2,2,67400,7.0,0,2,12,0,2.7,2
5,0,2,12533,2.0,3,3,2,2,3.9,1
2,2,1,92418,10.0,0,0,11,4,3.0,2
5,2,2,20584,8.0,1,2,12,0,2.5,0
1,2,2,15426,11.0,2,0,11,1,3.1,1
5,2,1,52801,1.0,3,3,9,2,2.7,1
4,2,1,88377,5.0,2,2,6,1,3.9,0
3,2,2,48878,3.0,1,2,4,1,4.5,2
0,1,2,87291,5.0,1,0,12,4,4.8,2
0,0,1,47039,3.0,2,2,6,2,4.9,0
1,2,1,13601,2.0,0,0,6,4,3.7,1
3,0,0,22170,7.0,3,1,8,4,5.0,2
4,0,0,73857,6.0,1,3,6,2,3.9,2
2,2,2,91046,8.0,3,3,1,4,4.0,2
1,1,2,22625,2.0,2,3,4,1,2.0,0
5,0,2,50157,5.0,1,2,6,2,3.5,0
5,0,2,13884,12.0,2,0,7,4,2.3,0
1,1,2,75353,8.0,2,3,4,3,2.3,1
4,0,1,85384,1.0,3,0,9,1,2.1,2
4,0,2,96902,2.0,0,1,10,0,2.1,0
1,0,1,96505,3.0,2,2,10,0,3.6,2
5,2,2,42311,9.0,0,2,12,1,4.5,1
4,1,2,86858,10.0,1,0,7,1,2.5,1
1,2,0,52264,1.0,0,0,8,4,2.9,1
2,2,2,14936,8.0,0,1,12,2,3.5,0
5,2,0,68297,7.0,0,1,4,3,4.2,2
4,1,0,32037,3.0,1,2,6,3,4.9,0
2,1,0,67999,2.0,3,1,10,3,4.3,2
0,0,0,86411,7.0,2,3,3,0,4.4,0
4,1,2,43888,5.0,2,0,6,1,3.0,2
1,1,2,14775,10.0,1,2,10,0,2.9,2
5,1,2,27079,2.0,0,1,8,1,3.4,0
1,2,0,72789,6.0,3,1,9,3,2.5,2
2,1,0,39077,6.0,3,0,6,0,4.5,1
5,2,2,56936,5.0,2,1,6,3,2.6,1
3,1,0,76661,12.0,2,2,1,0,3.6,0
4,0,1,58268,1.0,1,3,4,1,4.5,2
1,1,1,34749,2.0,0,1,10,4,2.5,0
3,1,0,15935,8.0,0,3,6,1,4.3,2
5,2,2,96376,9.0,2,0,12,1,4.2,1
0,2,0,80020,12.0,0,2,3,0,2.5,2
2,1,0,11654,11.0,3,1,2,3,2.8,0
4,1,1,32009,11.0,2,0,1,4,3.3,1
5,1,2,35494,6.0,3,2,7,2,4.3,1
4,1,0,69783,10.0,1,0,1,2,3.5,2
0,0,1,16690,2.0,3,1,3,3,5.0,2
3,1,1,37327,3.0,0,3,3,2,2.7,2
1,2,0,64139,8.0,3,3,8,3,3.2,0
3,1,0,59349,5.0,0,2,4,2,3.1,1
2,0,2,38467,2.0,2,3,9,4,3.5,1
4,1,0,76030,7.0,0,3,1,1,4.7,0
5,2,0,16321,2.0,0,3,2,2,2.7,0
5,0,1,52252,1.0,1,0,10,0,4.6,2
2,0,2,44346,12.0,2,1,7,2,3.3,2
4,2,0,38579,8.0,0,1,9,1,3.4,0
2,0,1,55883,9.0,0,2,1,3,2.4,0
1,0,1,38063,12.0,1,0,12,0,2.3,2
1,0,0,75062,9.0,2,1,4,2,2.3,0
2,1,2,36231,4.0,1,2,2,3,3.2,1
2,0,2,47993,12.0,3,2,12,0,2.2,0
4,1,0,83533,7.0,3,2,6,4,5.0,0
4,2,2,33922,1.0,3,1,10,1,3.1,0
1,2,2,68677,9.0,3,2,3,4,2.0,1
2,2,0,95745,11.0,2,2,9,3,4.5,2
1,0,1,23291,4.0,2,0,4,1,2.3,2
4,1,1,97164,5.0,0,0,6,4,3.8,2
3,1,0,87593,6.0,3,2,11,3,4.8,0
2,2,1,58734,6.0,3,0,12,1,2.4,2
0,0,0,28398,11.0,1,1,4,0,4.2,0
1,0,2,79061,11.0,0,3,3,3,3.7,1
3,2,1,97783,3.0,2,2,6,1,2.8,0
0,2,1,22781,10.0,2,0,8,4,4.0,1
0,0,0,78422,9.0,2,3,11,0,3.5,0
1,0,2,85004,3.0,0,2,9,2,2.6,1
3,2,0,49946,3.0,0,2,8,2,2.8,1
4,2,1,95237,4.0,2,3,9,0,4.2,2
2,0,2,78536,2.0,2,1,6,2,4.5,2
3,2,1,13233,9.0,1,2,7,1,4.2,0
1,1,0,58643,6.0,1,3,3,0,3.2,0
3,1,1,33588,8.0,2,1,7,2,4.5,0
5,1,1,47379,12.0,3,3,8,3,4.0,0
2,1,1,96598,4.0,0,2,11,2,2.3,1
3,1,2,88277,5.0,0,3,9,1,3.2,1
2,2,0,58888,1.0,0,2,11,0,3.5,0
3,1,0,94788,1.0,0,1,9,0,2.1,0
3,0,2,65913,4.0,0,0,7,3,4.8,1
3,1,1,79669,1.0,3,1,12,1,2.6,2
3,2,1,42223,4.0,2,1,9,1,2.2,1
5,2,2,98565,11.0,3,1,2,0,2.5,1
2,0,1,55656,9.0,3,3,2,4,3.1,0
3,2,0,33643,9.0,2,0,9,4,4.3,0
4,1,1,12206,11.0,0,1,1,3,3.8,1
0,0,2,69425,6.0,0,1,2,0,2.3,2
2,2,2,74807,8.0,2,0,11,3,2.9,2
0,1,2,63833,9.0,2,0,12,3,3.8,0
1,2,2,69204,1.0,2,3,3,3,3.4,1
3,0,2,11508,7.0,2,0,11,4,2.1,2
2,2,1,61771,10.0,0,0,8,2,5.0,0
0,2,0,65672,11.0,0,0,1,2,3.0,1
2,1,2,28333,9.0,0,3,11,2,2.1,0
2,2,1,35280,4.0,3,0,9,0,3.8,1
1,0,1,26296,3.0,1,2,11,4,3.0,2
4,2,1,59343,2.0,2,2,7,2,3.4,0
2,2,2,33339,2.0,3,2,1,3,3.4,0
1,0,1,77952,3.0,3,3,2,2,3.0,0
2,2,1,15718,10.0,0,3,9,4,3.3,0
5,1,2,73183,7.0,2,3,1,3,3.8,1
0,2,0,36689,9.0,2,0,7,0,2.8,1
0,0,0,10407,6.0,1,0,1,3,4.0,2
0,0,1,70024,4.0,2,3,6,3,2.9,2
4,2,1,31827,1.0,2,1,8,2,4.0,0
2,1,0,20952,5.0,0,0,10,1,4.6,1
0,0,0,13766,9.0,2,1,4,0,3.3,1
1,2,1,29751,4.0,3,1,8,4,2.7,1
0,2,0,96189,4.0,1,3,6,2,4.6,1
4,0,0,45541,2.0,1,0,6,2,4.2,0
1,0,1,51510,6.0,3,2,8,3,3.4,1
4,1,2,69375,9.0,0,0,9,2,2.6,1
2,0,1,76301,12.0,2,2,2,3,4.2,0
1,0,1,96368,3.0,1,3,5,0,2.9,1
2,1,0,55067,6.0,3,3,7,4,2.8,2
4,1,1,41227,9.0,3,3,3,2,4.7,1
2,2,1,84774,3.0,1,3,8,4,2.2,2
3,1,1,47727,12.0,2,0,11,3,4.5,1
1,2,1,30212,8.0,1,3,6,1,4.9,2
4,1,2,19591,6.0,3,3,12,4,3.9,2
3,2,0,42858,12.0,0,3,6,0,3.0,0
1,0,1,41435,8.0,2,1,3,2,2.1,1
1,0,1,71717,4.0,0,3,6,0,2.7,1
2,2,0,81178,4.0,0,2,8,3,3.2,1
5,1,1,71799,7.0,2,0,11,1,3.9,2
0,0,2,29253,2.0,1,1,7,1,2.5,0
0,1,1,90795,9.0,2,3,1,0,2.0,2
1,0,0,67153,9.0,3,1,2,2,3.7,2
4,0,2,14122,8.0,2,1,1,0,4.7,1
5,1,0,63199,11.0,1,0,1,3,4.4,2
4,0,0,20075,4.0,1,3,9,2,3.1,1
2,2,1,58159,4.0,2,2,9,0,4.6,0
0,2,1,28852,9.0,1,0,9,2,4.6,0
4,0,2,99791,3.0,0,1,11,0,4.1,0
5,0,2,34393,2.0,2,0,3,2,4.4,1
0,0,1,21030,2.0,2,1,9,1,3.0,2
2,2,0,67858,5.0,3,2,11,4,4.8,0
3,2,1,92980,12.0,2,1,8,1,4.8,0
3,2,0,75607,6.0,1,1,3,2,3.1,2
2,0,1,62995,3.0,1,1,4,2,4.1,0
3,2,0,16112,5.0,2,1,9,0,4.1,2
2,1,0,80412,6.0,0,3,10,0,4.0,0
0,1,2,18374,2.0,3,2,8,0,2.8,0
3,1,2,67866,1.0,2,3,1,4,4.3,1
5,1,2,36173,10.0,0,2,8,0,4.7,2
2,1,2,77816,2.0,1,2,10,2,2.5,0
0,1,1,83685,1.0,0,3,9,4,3.6,1
1,0,1,18130,5.0,0,3,8,0,2.3,1
3,2,2,16409,1.0,3,3,1,0,3.2,0
2,1,1,69077,10.0,2,1,7,3,2.5,2
0,2,2,70664,12.0,3,1,12,0,3.9,1
3,2,1,56032,3.0,0,0,7,1,3.4,1
1,0,2,49630,8.0,1,1,2,0,4.6,1
2,1,2,67595,8.0,2,0,6,1,2.6,0
1,1,0,88011,11.0,3,3,3,3,3.4,2
1,2,1,17548,12.0,1,2,11,3,2.4,2
2,0,2,93433,10.0,1,1,4,4,4.7,1
4,0,1,14907,4.0,3,3,6,4,4.2,2
0,0,2,87719,2.0,0,0,3,3,3.5,0
2,2,2,19118,8.0,1,1,6,0,2.5,0
2,1,1,67108,4.0,2,3,10,0,3.7,1
3,0,2,24885,7.0,2,2,10,0,4.8,2
2,1,1,84371,3.0,1,2,12,4,2.9,1
2,2,1,82841,6.0,3,0,3,4,2.8,2
2,0,1,59248,11.0,3,2,12,1,3.6,2
2,0,1,54184,1.0,1,3,10,0,2.8,1
4,2,1,17668,1.0,3,0,8,0,3.9,2
5,2,0,61994,3.0,2,2,9,2,4.9,2
5,1,2,36880,11.0,1,2,11,0,3.2,1
0,2,0,40475,9.0,1,2,7,4,4.2,1
5,0,2,56062,5.0,3,1,2,1,4.2,0
4,0,0,63241,5.0,2,1,10,1,3.5,2
4,1,2,59837,5.0,2,2,2,3,4.5,2
4,2,0,78587,5.0,0,2,2,4,2.5,2
1,1,2,78648,10.0,2,2,6,0,3.5,0
0,0,0,28367,10.0,1,0,10,0,4.6,1
4,0,0,37329,8.0,3,2,3,3,2.3,0
3,2,1,57148,1.0,1,2,12,2,3.3,0
3,0,2,21002,3.0,0,2,3,1,3.6,0
2,2,1,51896,6.0,0,2,4,0,4.1,1
2,0,2,82658,4.0,3,0,6,1,4.0,2
2,1,2,43276,11.0,3,2,2,3,2.4,1
1,1,1,81711,10.0,0,2,4,4,2.8,1
0,1,1,28824,5.0,3,2,10,2,2.3,0
0,2,0,94949,9.0,1,2,12,0,3.2,0
1,2,2,74187,5.0,2,1,12,0,2.8,0
1,2,1,79926,2.0,1,0,1,2,3.5,1
0,0,0,11419,3.0,2,0,12,0,2.3,2
3,0,1,87736,1.0,0,1,6,4,3.9,0
4,2,2,94289,9.0,1,2,2,0,3.0,1
0,2,1,40447,5.0,1,2,2,2,2.0,0
2,2,2,61021,11.0,3,1,1,3,3.2,0
0,2,2,88156,2.0,0,2,10,1,2.5,0
4,2,0,95916,7.0,3,0,1,1,2.1,0
3,1,1,27932,6.0,0,0,12,0,2.9,2
3,2,1,86486,1.0,0,0,6,0,3.1,1
4,1,0,65840,6.0,2,0,3,2,4.2,0
1,0,2,69398,1.0,1,1,3,2,4.5,0
0,1,0,12233,10.0,3,0,3,4,2.4,2
4,1,0,68233,12.0,2,0,4,3,4.6,0
0,0,0,65766,11.0,2,2,7,0,4.7,2
2,2,2,82788,3.0,2,1,1,4,2.0,0
4,0,1,65091,2.0,0,3,11,4,2.1,1
5,0,0,30910,5.0,2,3,6,1,2.7,2
3,1,0,70664,12.0,3,0,11,0,2.6,2
3,0,0,65413,11.0,3,1,10,1,2.7,0
1,1,2,51106,9.0,3,3,12,3,2.7,1
