Sponsor ID,Sponsor Name,Industry,Company Size,Package Type,Sponsorship Amount,Duration (months),Marketing Activities,Event ID,Event Name,Event Type,Event Date,Event Month,Attendee Demographics,ROI Metrics,Feedback
1816,Sponsor 1816,Retail,Small,Title Sponsor,12468,9,Promotional materials,1916,Event 1916,Seminar,2024-11-24,11,General public,4.0,Negative
1817,Sponsor 1817,Automotive,Large,Co-Sponsor,77034,9,Social media mentions,1917,Event 1917,Conference,2024-11-20,11,Tech enthusiasts,2.2,Neutral
1818,Sponsor 1818,Technology,Small,Title Sponsor,60893,12,Social media mentions,1918,Event 1918,Workshop,2024-09-13,9,Healthcare providers,4.9,Neutral
1819,Sponsor 1819,Retail,Small,Associate Sponsor,29461,12,Logo placement,1919,Event 1919,Conference,2024-09-12,9,General public,4.7,Positive
1820,Sponsor 1820,Wellness,Small,Co-Sponsor,51655,10,Logo placement,1920,Event 1920,Exhibition,2025-01-17,1,IT professionals,3.7,Negative
1821,Sponsor 1821,Retail,Small,Title Sponsor,20694,1,Booth space,1921,Event 1921,Seminar,2024-11-21,11,Tech enthusiasts,2.2,Neutral
1822,Sponsor 1822,Automotive,Small,Associate Sponsor,18173,3,Booth space,1922,Event 1922,Exhibition,2024-09-09,9,Tech enthusiasts,4.3,Positive
1823,Sponsor 1823,Automotive,Medium,Co-Sponsor,11374,10,Logo placement,1923,Event 1923,Seminar,2024-12-04,12,IT professionals,4.0,Neutral
1824,Sponsor 1824,Finance,Small,Co-Sponsor,97084,8,Promotional materials,1924,Event 1924,Exhibition,2025-04-02,4,IT professionals,4.9,Positive
1825,Sponsor 1825,Retail,Large,Co-Sponsor,25771,6,Logo placement,1925,Event 1925,Workshop,2024-09-23,9,Healthcare providers,4.0,Negative
1826,Sponsor 1826,Automotive,Small,Title Sponsor,93980,8,Promotional materials,1926,Event 1926,Exhibition,2024-12-17,12,General public,3.3,Neutral
1827,Sponsor 1827,Wellness,Small,Co-Sponsor,31621,11,Logo placement,1927,Event 1927,Exhibition,2024-10-03,10,Healthcare providers,4.1,Neutral
1828,Sponsor 1828,Healthcare,Large,Title Sponsor,10856,6,Social media mentions,1928,Event 1928,Workshop,2024-08-14,8,General public,4.5,Neutral
1829,Sponsor 1829,Wellness,Small,Co-Sponsor,44442,12,Booth space,1929,Event 1929,Workshop,2024-10-19,10,Tech enthusiasts,4.3,Negative
1830,Sponsor 1830,Wellness,Large,Title Sponsor,71478,12,Booth space,1930,Event 1930,Exhibition,2024-08-09,8,Finance professionals,2.7,Neutral
1831,Sponsor 1831,Wellness,Medium,Associate Sponsor,33651,1,Logo placement,1931,Event 1931,Workshop,2024-11-02,11,Healthcare providers,2.0,Negative
1832,Sponsor 1832,Technology,Large,Co-Sponsor,87005,3,Social media mentions,1932,Event 1932,Exhibition,2024-06-19,6,Tech enthusiasts,4.2,Neutral
1833,Sponsor 1833,Automotive,Large,Co-Sponsor,68540,11,Booth space,1933,Event 1933,Conference,2024-09-13,9,Tech enthusiasts,2.3,Neutral
1834,Sponsor 1834,Healthcare,Medium,Co-Sponsor,29947,2,Promotional materials,1934,Event 1934,Conference,2024-09-17,9,General public,4.2,Neutral
1835,Sponsor 1835,Automotive,Large,Associate Sponsor,53257,12,Booth space,1935,Event 1935,Seminar,2024-08-02,8,Finance professionals,2.1,Positive
1836,Sponsor 1836,Healthcare,Medium,Co-Sponsor,24054,8,Promotional materials,1936,Event 1936,Conference,2025-02-17,2,Tech enthusiasts,4.6,Neutral
1837,Sponsor 1837,Finance,Small,Title Sponsor,42896,9,Promotional materials,1937,Event 1937,Conference,2024-07-18,7,Healthcare providers,3.2,Neutral
1838,Sponsor 1838,Finance,Small,Title Sponsor,97191,10,Social media mentions,1938,Event 1938,Conference,2024-12-24,12,Healthcare providers,3.6,Negative
1839,Sponsor 1839,Healthcare,Medium,Associate Sponsor,97223,6,Logo placement,1939,Event 1939,Exhibition,2024-08-21,8,Finance professionals,2.3,Neutral
1840,Sponsor 1840,Retail,Large,Associate Sponsor,76267,3,Social media mentions,1940,Event 1940,Workshop,2024-12-29,12,Healthcare providers,3.8,Positive
1841,Sponsor 1841,Technology,Medium,Associate Sponsor,35334,8,Social media mentions,1941,Event 1941,Workshop,2025-04-22,4,Healthcare providers,2.2,Neutral
1842,Sponsor 1842,Automotive,Small,Associate Sponsor,57596,3,Promotional materials,1942,Event 1942,Exhibition,2024-12-01,12,Tech enthusiasts,4.6,Neutral
1843,Sponsor 1843,Wellness,Small,Associate Sponsor,41278,9,Booth space,1943,Event 1943,Exhibition,2024-10-11,10,Healthcare providers,4.3,Negative
1844,Sponsor 1844,Wellness,Small,Co-Sponsor,77179,3,Booth space,1944,Event 1944,Conference,2025-03-07,3,Finance professionals,4.6,Neutral
1845,Sponsor 1845,Technology,Medium,Title Sponsor,83351,8,Booth space,1945,Event 1945,Seminar,2024-08-31,8,General public,4.5,Negative
1846,Sponsor 1846,Healthcare,Large,Associate Sponsor,72020,6,Social media mentions,1946,Event 1946,Exhibition,2024-11-12,11,Tech enthusiasts,4.2,Negative
1847,Sponsor 1847,Wellness,Large,Associate Sponsor,58972,12,Social media mentions,1947,Event 1947,Workshop,2024-06-08,6,Tech enthusiasts,3.3,Negative
1848,Sponsor 1848,Technology,Small,Title Sponsor,49989,11,Booth space,1948,Event 1948,Seminar,2024-11-17,11,Finance professionals,2.3,Neutral
1849,Sponsor 1849,Automotive,Large,Title Sponsor,18906,3,Promotional materials,1949,Event 1949,Seminar,2024-12-10,12,Tech enthusiasts,2.0,Positive
1850,Sponsor 1850,Automotive,Large,Co-Sponsor,39628,2,Social media mentions,1950,Event 1950,Exhibition,2024-09-01,9,Tech enthusiasts,3.4,Positive
1851,Sponsor 1851,Automotive,Medium,Title Sponsor,77452,11,Booth space,1951,Event 1951,Workshop,2024-10-13,10,Healthcare providers,3.6,Neutral
1852,Sponsor 1852,Technology,Large,Title Sponsor,77101,6,Social media mentions,1952,Event 1952,Conference,2025-03-17,3,Finance professionals,2.2,Negative
1853,Sponsor 1853,Healthcare,Medium,Title Sponsor,79202,1,Logo placement,1953,Event 1953,Workshop,2024-11-24,11,Finance professionals,3.3,Neutral
1854,Sponsor 1854,Finance,Large,Co-Sponsor,93775,10,Social media mentions,1954,Event 1954,Exhibition,2025-03-23,3,IT professionals,4.4,Neutral
1855,Sponsor 1855,Wellness,Small,Associate Sponsor,70549,2,Logo placement,1955,Event 1955,Exhibition,2025-04-13,4,Healthcare providers,4.0,Positive
1856,Sponsor 1856,Healthcare,Small,Co-Sponsor,94862,11,Promotional materials,1956,Event 1956,Exhibition,2024-11-21,11,Tech enthusiasts,4.8,Neutral
1857,Sponsor 1857,Healthcare,Small,Title Sponsor,78913,12,Social media mentions,1957,Event 1957,Exhibition,2024-08-20,8,Finance professionals,3.1,Negative
1858,Sponsor 1858,Finance,Medium,Co-Sponsor,68736,8,Booth space,1958,Event 1958,Seminar,2025-01-28,1,Healthcare providers,2.0,Neutral
1859,Sponsor 1859,Retail,Medium,Co-Sponsor,18297,7,Promotional materials,1959,Event 1959,Conference,2025-03-28,3,Finance professionals,3.1,Positive
1860,Sponsor 1860,Retail,Medium,Title Sponsor,91061,5,Logo placement,1960,Event 1960,Workshop,2025-01-10,1,General public,3.1,Neutral
1861,Sponsor 1861,Wellness,Medium,Co-Sponsor,28992,2,Social media mentions,1961,Event 1961,Conference,2024-06-15,6,Healthcare providers,4.8,Positive
1862,Sponsor 1862,Technology,Large,Associate Sponsor,53780,4,Promotional materials,1962,Event 1962,Seminar,2024-08-30,8,Finance professionals,4.8,Neutral
1863,Sponsor 1863,Technology,Small,Co-Sponsor,57026,9,Booth space,1963,Event 1963,Exhibition,2024-07-31,7,Tech enthusiasts,3.3,Negative
1864,Sponsor 1864,Retail,Large,Associate Sponsor,72636,8,Promotional materials,1964,Event 1964,Exhibition,2024-05-28,5,Finance professionals,3.4,Negative
1865,Sponsor 1865,Wellness,Small,Co-Sponsor,55527,12,Promotional materials,1965,Event 1965,Workshop,2025-01-18,1,Finance professionals,2.1,Neutral
1866,Sponsor 1866,Technology,Medium,Title Sponsor,12868,3,Logo placement,1966,Event 1966,Exhibition,2025-02-23,2,General public,3.8,Positive
1867,Sponsor 1867,Wellness,Small,Title Sponsor,56330,11,Social media mentions,1967,Event 1967,Exhibition,2025-04-19,4,Tech enthusiasts,4.8,Neutral
1868,Sponsor 1868,Finance,Small,Co-Sponsor,65737,2,Promotional materials,1968,Event 1968,Conference,2024-11-21,11,Tech enthusiasts,3.4,Positive
1869,Sponsor 1869,Retail,Medium,Associate Sponsor,26042,8,Social media mentions,1969,Event 1969,Workshop,2024-06-15,6,Healthcare providers,2.3,Positive
1870,Sponsor 1870,Technology,Medium,Co-Sponsor,22047,7,Booth space,1970,Event 1970,Exhibition,2024-09-27,9,IT professionals,4.9,Positive
1871,Sponsor 1871,Retail,Medium,Co-Sponsor,27149,3,Logo placement,1971,Event 1971,Workshop,2024-10-21,10,General public,3.2,Positive
1872,Sponsor 1872,Healthcare,Small,Title Sponsor,51433,5,Social media mentions,1972,Event 1972,Workshop,2024-06-27,6,Healthcare providers,3.8,Neutral
1873,Sponsor 1873,Wellness,Medium,Associate Sponsor,62585,8,Promotional materials,1973,Event 1973,Workshop,2025-04-17,4,Healthcare providers,4.5,Positive
1874,Sponsor 1874,Wellness,Large,Title Sponsor,23832,4,Booth space,1974,Event 1974,Conference,2025-03-15,3,Finance professionals,4.7,Positive
1875,Sponsor 1875,Automotive,Small,Title Sponsor,22727,3,Promotional materials,1975,Event 1975,Conference,2024-12-29,12,Tech enthusiasts,4.1,Negative
1876,Sponsor 1876,Retail,Large,Associate Sponsor,35447,12,Booth space,1976,Event 1976,Seminar,2024-10-09,10,IT professionals,2.3,Neutral
1877,Sponsor 1877,Healthcare,Medium,Title Sponsor,89182,9,Social media mentions,1977,Event 1977,Seminar,2024-12-02,12,IT professionals,4.4,Neutral
1878,Sponsor 1878,Automotive,Medium,Associate Sponsor,14106,10,Booth space,1978,Event 1978,Workshop,2025-02-26,2,General public,3.7,Negative
1879,Sponsor 1879,Finance,Large,Title Sponsor,99400,2,Social media mentions,1979,Event 1979,Exhibition,2024-06-27,6,IT professionals,4.3,Positive
1880,Sponsor 1880,Wellness,Small,Title Sponsor,97720,3,Logo placement,1980,Event 1980,Workshop,2025-04-20,4,IT professionals,4.9,Neutral
1881,Sponsor 1881,Healthcare,Medium,Co-Sponsor,92738,11,Social media mentions,1981,Event 1981,Exhibition,2024-08-08,8,General public,4.0,Negative
1882,Sponsor 1882,Wellness,Medium,Title Sponsor,47115,11,Social media mentions,1982,Event 1982,Seminar,2024-08-26,8,Healthcare providers,2.3,Positive
1883,Sponsor 1883,Automotive,Small,Title Sponsor,85607,8,Promotional materials,1983,Event 1983,Workshop,2024-05-31,5,Tech enthusiasts,5.0,Negative
1884,Sponsor 1884,Finance,Large,Title Sponsor,93218,9,Logo placement,1984,Event 1984,Conference,2025-04-06,4,General public,2.8,Positive
1885,Sponsor 1885,Healthcare,Medium,Associate Sponsor,71513,7,Social media mentions,1985,Event 1985,Workshop,2025-02-25,2,General public,2.2,Negative
1886,Sponsor 1886,Automotive,Medium,Co-Sponsor,36645,6,Logo placement,1986,Event 1986,Conference,2024-07-15,7,IT professionals,4.1,Neutral
1887,Sponsor 1887,Wellness,Medium,Associate Sponsor,77235,8,Social media mentions,1987,Event 1987,Seminar,2025-02-28,2,Tech enthusiasts,2.6,Positive
1888,Sponsor 1888,Technology,Large,Associate Sponsor,42301,11,Booth space,1988,Event 1988,Conference,2025-01-10,1,Finance professionals,4.4,Negative
1889,Sponsor 1889,Healthcare,Large,Title Sponsor,29269,1,Social media mentions,1989,Event 1989,Seminar,2025-01-15,1,IT professionals,3.3,Negative
1890,Sponsor 1890,Technology,Large,Co-Sponsor,55965,6,Promotional materials,1990,Event 1990,Workshop,2024-08-04,8,Tech enthusiasts,4.2,Negative
1891,Sponsor 1891,Healthcare,Medium,Associate Sponsor,81398,2,Promotional materials,1991,Event 1991,Workshop,2025-02-16,2,Finance professionals,4.5,Positive
1892,Sponsor 1892,Retail,Large,Co-Sponsor,91759,9,Promotional materials,1992,Event 1992,Seminar,2024-06-25,6,General public,3.8,Positive
1893,Sponsor 1893,Healthcare,Medium,Co-Sponsor,33110,6,Logo placement,1993,Event 1993,Conference,2025-04-13,4,Tech enthusiasts,4.9,Neutral
1894,Sponsor 1894,Technology,Small,Title Sponsor,29538,5,Logo placement,1994,Event 1994,Workshop,2024-11-24,11,General public,3.2,Positive
1895,Sponsor 1895,Wellness,Medium,Co-Sponsor,26359,12,Booth space,1995,Event 1995,Conference,2024-11-03,11,Tech enthusiasts,4.1,Neutral
1896,Sponsor 1896,Automotive,Small,Title Sponsor,36924,9,Booth space,1996,Event 1996,Workshop,2025-02-15,2,Tech enthusiasts,4.3,Positive
1897,Sponsor 1897,Technology,Small,Associate Sponsor,21146,7,Booth space,1997,Event 1997,Conference,2024-08-26,8,Healthcare providers,4.2,Positive
1898,Sponsor 1898,Automotive,Large,Co-Sponsor,58757,4,Social media mentions,1998,Event 1998,Seminar,2024-09-28,9,Finance professionals,3.9,Positive
1899,Sponsor 1899,Wellness,Small,Title Sponsor,42897,11,Booth space,1999,Event 1999,Exhibition,2024-07-14,7,Healthcare providers,2.9,Positive
1900,Sponsor 1900,Wellness,Small,Associate Sponsor,68354,9,Logo placement,2000,Event 2000,Exhibition,2025-03-15,3,Healthcare providers,3.7,Neutral
1901,Sponsor 1901,Healthcare,Large,Associate Sponsor,46305,11,Booth space,2001,Event 2001,Exhibition,2024-07-12,7,General public,3.2,Negative
1902,Sponsor 1902,Automotive,Small,Associate Sponsor,14578,9,Logo placement,2002,Event 2002,Seminar,2025-01-19,1,Finance professionals,3.4,Positive
1903,Sponsor 1903,Technology,Large,Title Sponsor,90180,11,Social media mentions,2003,Event 2003,Seminar,2025-01-17,1,General public,3.5,Neutral
1904,Sponsor 1904,Technology,Medium,Co-Sponsor,11583,1,Social media mentions,2004,Event 2004,Workshop,2024-06-24,6,Healthcare providers,3.2,Negative
1905,Sponsor 1905,Healthcare,Small,Co-Sponsor,56490,10,Promotional materials,2005,Event 2005,Seminar,2024-06-10,6,IT professionals,3.3,Negative
1906,Sponsor 1906,Healthcare,Medium,Co-Sponsor,27496,11,Promotional materials,2006,Event 2006,Conference,2024-11-28,11,Healthcare providers,2.6,Positive
1907,Sponsor 1907,Retail,Medium,Co-Sponsor,49652,10,Logo placement,2007,Event 2007,Conference,2024-07-16,7,Tech enthusiasts,2.3,Negative
1908,Sponsor 1908,Finance,Medium,Title Sponsor,66341,5,Promotional materials,2008,Event 2008,Conference,2025-02-02,2,IT professionals,4.7,Negative
1909,Sponsor 1909,Healthcare,Small,Title Sponsor,93193,6,Logo placement,2009,Event 2009,Seminar,2024-09-11,9,General public,5.0,Negative
1910,Sponsor 1910,Wellness,Small,Title Sponsor,61309,2,Booth space,2010,Event 2010,Seminar,2024-09-26,9,IT professionals,3.7,Neutral
1911,Sponsor 1911,Healthcare,Small,Title Sponsor,69001,10,Promotional materials,2011,Event 2011,Exhibition,2025-03-06,3,IT professionals,3.0,Neutral
1912,Sponsor 1912,Healthcare,Small,Associate Sponsor,85179,4,Social media mentions,2012,Event 2012,Exhibition,2025-04-21,4,IT professionals,4.7,Negative
1913,Sponsor 1913,Automotive,Small,Title Sponsor,67942,3,Social media mentions,2013,Event 2013,Conference,2024-10-27,10,Tech enthusiasts,3.7,Negative
1914,Sponsor 1914,Technology,Large,Co-Sponsor,70228,5,Logo placement,2014,Event 2014,Exhibition,2024-08-21,8,Tech enthusiasts,3.8,Neutral
1915,Sponsor 1915,Finance,Small,Co-Sponsor,23605,3,Promotional materials,2015,Event 2015,Exhibition,2025-02-19,2,Healthcare providers,2.2,Negative
1916,Sponsor 1916,Finance,Small,Co-Sponsor,56285,6,Booth space,2016,Event 2016,Workshop,2025-01-07,1,IT professionals,3.1,Positive
1917,Sponsor 1917,Wellness,Large,Co-Sponsor,33200,10,Social media mentions,2017,Event 2017,Exhibition,2024-05-29,5,Tech enthusiasts,2.8,Positive
1918,Sponsor 1918,Technology,Small,Title Sponsor,70609,11,Booth space,2018,Event 2018,Workshop,2024-08-17,8,IT professionals,4.8,Negative
1919,Sponsor 1919,Automotive,Medium,Associate Sponsor,16437,3,Social media mentions,2019,Event 2019,Workshop,2025-04-10,4,Finance professionals,3.6,Positive
1920,Sponsor 1920,Healthcare,Medium,Associate Sponsor,38831,5,Logo placement,2020,Event 2020,Seminar,2025-03-01,3,Healthcare providers,4.8,Positive
1921,Sponsor 1921,Finance,Small,Associate Sponsor,46051,12,Social media mentions,2021,Event 2021,Exhibition,2025-03-14,3,IT professionals,2.9,Negative
1922,Sponsor 1922,Healthcare,Large,Co-Sponsor,50567,3,Booth space,2022,Event 2022,Seminar,2024-09-16,9,Healthcare providers,4.9,Positive
1923,Sponsor 1923,Technology,Small,Co-Sponsor,62700,5,Logo placement,2023,Event 2023,Conference,2025-04-18,4,Finance professionals,2.4,Neutral
1924,Sponsor 1924,Technology,Small,Co-Sponsor,77875,5,Booth space,2024,Event 2024,Seminar,2025-04-24,4,IT professionals,4.1,Negative
1925,Sponsor 1925,Technology,Medium,Title Sponsor,83838,5,Social media mentions,2025,Event 2025,Exhibition,2024-12-13,12,General public,4.8,Positive
1926,Sponsor 1926,Retail,Medium,Title Sponsor,20817,11,Logo placement,2026,Event 2026,Workshop,2025-02-07,2,Finance professionals,2.2,Positive
1927,Sponsor 1927,Technology,Large,Associate Sponsor,59663,4,Logo placement,2027,Event 2027,Workshop,2025-02-27,2,General public,3.3,Negative
1928,Sponsor 1928,Healthcare,Small,Co-Sponsor,33304,8,Social media mentions,2028,Event 2028,Workshop,2024-12-22,12,Tech enthusiasts,3.7,Neutral
1929,Sponsor 1929,Wellness,Small,Title Sponsor,39846,4,Promotional materials,2029,Event 2029,Conference,2025-02-01,2,Finance professionals,2.2,Positive
1930,Sponsor 1930,Retail,Small,Title Sponsor,30502,10,Promotional materials,2030,Event 2030,Exhibition,2025-02-22,2,Tech enthusiasts,2.3,Neutral
1931,Sponsor 1931,Finance,Medium,Co-Sponsor,51230,7,Social media mentions,2031,Event 2031,Seminar,2024-06-19,6,General public,4.5,Positive
1932,Sponsor 1932,Automotive,Small,Title Sponsor,63792,1,Social media mentions,2032,Event 2032,Workshop,2024-07-25,7,Finance professionals,2.7,Negative
1933,Sponsor 1933,Finance,Medium,Co-Sponsor,41787,9,Promotional materials,2033,Event 2033,Workshop,2024-12-19,12,General public,4.8,Positive
1934,Sponsor 1934,Finance,Medium,Associate Sponsor,89855,7,Social media mentions,2034,Event 2034,Conference,2025-04-23,4,IT professionals,3.1,Neutral
1935,Sponsor 1935,Technology,Medium,Associate Sponsor,89738,6,Promotional materials,2035,Event 2035,Workshop,2024-06-01,6,Healthcare providers,4.4,Neutral
1936,Sponsor 1936,Wellness,Large,Title Sponsor,87625,10,Promotional materials,2036,Event 2036,Conference,2024-09-04,9,Tech enthusiasts,2.9,Negative
1937,Sponsor 1937,Automotive,Large,Co-Sponsor,53032,3,Promotional materials,2037,Event 2037,Exhibition,2025-04-11,4,IT professionals,2.8,Positive
1938,Sponsor 1938,Healthcare,Medium,Co-Sponsor,99275,9,Booth space,2038,Event 2038,Seminar,2025-02-01,2,Tech enthusiasts,4.1,Negative
1939,Sponsor 1939,Automotive,Medium,Title Sponsor,48039,2,Promotional materials,2039,Event 2039,Exhibition,2025-04-14,4,General public,3.5,Neutral
1940,Sponsor 1940,Retail,Small,Title Sponsor,22590,7,Promotional materials,2040,Event 2040,Conference,2025-04-21,4,Finance professionals,3.2,Negative
1941,Sponsor 1941,Retail,Large,Title Sponsor,55130,8,Booth space,2041,Event 2041,Workshop,2024-09-04,9,Tech enthusiasts,3.8,Positive
1942,Sponsor 1942,Healthcare,Large,Co-Sponsor,90730,2,Booth space,2042,Event 2042,Workshop,2025-02-24,2,Finance professionals,4.1,Negative
1943,Sponsor 1943,Finance,Medium,Co-Sponsor,47644,7,Social media mentions,2043,Event 2043,Workshop,2025-02-21,2,Healthcare providers,4.9,Positive
1944,Sponsor 1944,Healthcare,Large,Title Sponsor,46298,2,Social media mentions,2044,Event 2044,Exhibition,2024-10-13,10,Healthcare providers,2.7,Negative
1945,Sponsor 1945,Retail,Medium,Title Sponsor,78073,9,Booth space,2045,Event 2045,Conference,2025-03-07,3,Healthcare providers,2.6,Negative
1946,Sponsor 1946,Healthcare,Medium,Associate Sponsor,96652,12,Social media mentions,2046,Event 2046,Workshop,2024-11-09,11,Tech enthusiasts,2.5,Negative
1947,Sponsor 1947,Retail,Small,Associate Sponsor,56489,12,Logo placement,2047,Event 2047,Exhibition,2024-12-26,12,General public,3.3,Negative
1948,Sponsor 1948,Technology,Small,Associate Sponsor,47915,12,Social media mentions,2048,Event 2048,Conference,2025-01-09,1,Healthcare providers,2.4,Neutral
1949,Sponsor 1949,Wellness,Medium,Co-Sponsor,81103,8,Booth space,2049,Event 2049,Exhibition,2024-07-13,7,General public,2.6,Positive
1950,Sponsor 1950,Finance,Medium,Co-Sponsor,90011,6,Logo placement,2050,Event 2050,Seminar,2024-07-10,7,IT professionals,4.8,Neutral
1951,Sponsor 1951,Healthcare,Medium,Title Sponsor,78419,7,Social media mentions,2051,Event 2051,Exhibition,2025-01-02,1,Healthcare providers,2.2,Positive
1952,Sponsor 1952,Technology,Large,Associate Sponsor,61654,12,Logo placement,2052,Event 2052,Conference,2025-03-23,3,Healthcare providers,3.3,Positive
1953,Sponsor 1953,Technology,Large,Co-Sponsor,11799,12,Logo placement,2053,Event 2053,Seminar,2024-09-23,9,Tech enthusiasts,3.2,Positive
1954,Sponsor 1954,Automotive,Medium,Associate Sponsor,78480,7,Booth space,2054,Event 2054,Seminar,2024-07-05,7,Tech enthusiasts,2.1,Positive
1955,Sponsor 1955,Wellness,Medium,Associate Sponsor,10805,7,Logo placement,2055,Event 2055,Seminar,2025-03-27,3,Tech enthusiasts,3.4,Neutral
1956,Sponsor 1956,Automotive,Small,Associate Sponsor,77541,4,Logo placement,2056,Event 2056,Workshop,2025-01-10,1,Finance professionals,2.6,Positive
1957,Sponsor 1957,Automotive,Large,Co-Sponsor,58839,8,Social media mentions,2057,Event 2057,Workshop,2024-12-10,12,Finance professionals,4.7,Positive
1958,Sponsor 1958,Technology,Medium,Associate Sponsor,40743,6,Logo placement,2058,Event 2058,Seminar,2024-10-24,10,Finance professionals,3.5,Positive
1959,Sponsor 1959,Technology,Medium,Title Sponsor,20428,11,Promotional materials,2059,Event 2059,Seminar,2024-08-08,8,IT professionals,4.5,Positive
1960,Sponsor 1960,Technology,Large,Associate Sponsor,98389,10,Booth space,2060,Event 2060,Workshop,2025-04-24,4,Healthcare providers,4.6,Positive
1961,Sponsor 1961,Retail,Small,Associate Sponsor,40579,7,Booth space,2061,Event 2061,Seminar,2024-08-20,8,General public,2.3,Positive
1962,Sponsor 1962,Retail,Small,Associate Sponsor,95161,6,Logo placement,2062,Event 2062,Seminar,2024-08-23,8,Finance professionals,2.1,Negative
1963,Sponsor 1963,Technology,Small,Title Sponsor,65343,1,Social media mentions,2063,Event 2063,Conference,2025-03-20,3,IT professionals,4.5,Neutral
1964,Sponsor 1964,Automotive,Small,Associate Sponsor,98641,8,Promotional materials,2064,Event 2064,Exhibition,2024-07-28,7,IT professionals,5.0,Neutral
1965,Sponsor 1965,Wellness,Large,Co-Sponsor,78298,6,Promotional materials,2065,Event 2065,Exhibition,2024-12-21,12,IT professionals,2.8,Negative
1966,Sponsor 1966,Technology,Medium,Title Sponsor,33296,10,Logo placement,2066,Event 2066,Exhibition,2024-08-21,8,IT professionals,2.8,Neutral
1967,Sponsor 1967,Retail,Large,Title Sponsor,73107,9,Logo placement,2067,Event 2067,Seminar,2024-12-16,12,Finance professionals,3.1,Positive
1968,Sponsor 1968,Retail,Large,Title Sponsor,47576,8,Logo placement,2068,Event 2068,Workshop,2025-03-13,3,Finance professionals,4.8,Neutral
1969,Sponsor 1969,Retail,Small,Title Sponsor,54257,7,Social media mentions,2069,Event 2069,Exhibition,2025-03-17,3,Healthcare providers,4.1,Neutral
1970,Sponsor 1970,Finance,Large,Associate Sponsor,66569,1,Social media mentions,2070,Event 2070,Seminar,2024-09-13,9,General public,3.2,Negative
1971,Sponsor 1971,Technology,Small,Title Sponsor,66042,10,Social media mentions,2071,Event 2071,Workshop,2024-12-15,12,General public,3.1,Neutral
1972,Sponsor 1972,Technology,Small,Associate Sponsor,72752,1,Promotional materials,2072,Event 2072,Workshop,2024-08-17,8,IT professionals,2.4,Neutral
1973,Sponsor 1973,Wellness,Small,Title Sponsor,48582,3,Booth space,2073,Event 2073,Conference,2024-11-02,11,IT professionals,3.0,Neutral
1974,Sponsor 1974,Technology,Large,Associate Sponsor,11803,11,Logo placement,2074,Event 2074,Workshop,2024-08-01,8,Finance professionals,2.3,Negative
1975,Sponsor 1975,Wellness,Medium,Associate Sponsor,86365,6,Social media mentions,2075,Event 2075,Exhibition,2024-10-18,10,Healthcare providers,4.0,Positive
1976,Sponsor 1976,Wellness,Medium,Co-Sponsor,62670,7,Promotional materials,2076,Event 2076,Workshop,2025-03-18,3,Healthcare providers,5.0,Neutral
1977,Sponsor 1977,Finance,Medium,Co-Sponsor,61975,11,Promotional materials,2077,Event 2077,Conference,2025-04-01,4,Tech enthusiasts,4.8,Positive
1978,Sponsor 1978,Automotive,Medium,Associate Sponsor,22621,6,Booth space,2078,Event 2078,Exhibition,2024-07-06,7,General public,3.6,Neutral
1979,Sponsor 1979,Wellness,Small,Associate Sponsor,42324,11,Logo placement,2079,Event 2079,Exhibition,2024-10-13,10,Finance professionals,2.8,Neutral
1980,Sponsor 1980,Finance,Medium,Title Sponsor,55684,5,Promotional materials,2080,Event 2080,Conference,2025-01-21,1,Tech enthusiasts,3.8,Negative
1981,Sponsor 1981,Finance,Large,Co-Sponsor,60809,12,Booth space,2081,Event 2081,Exhibition,2024-08-01,8,General public,4.3,Positive
1982,Sponsor 1982,Finance,Large,Co-Sponsor,26783,12,Logo placement,2082,Event 2082,Seminar,2025-01-12,1,Healthcare providers,4.3,Negative
1983,Sponsor 1983,Finance,Medium,Co-Sponsor,58483,4,Booth space,2083,Event 2083,Conference,2024-07-21,7,Healthcare providers,2.2,Negative
1984,Sponsor 1984,Retail,Small,Associate Sponsor,97667,8,Booth space,2084,Event 2084,Workshop,2025-04-23,4,Finance professionals,4.0,Neutral
1985,Sponsor 1985,Finance,Medium,Associate Sponsor,47162,11,Booth space,2085,Event 2085,Exhibition,2025-04-16,4,Tech enthusiasts,4.6,Neutral
1986,Sponsor 1986,Wellness,Small,Title Sponsor,78897,7,Promotional materials,2086,Event 2086,Conference,2024-06-19,6,Finance professionals,3.6,Positive
1987,Sponsor 1987,Finance,Medium,Title Sponsor,50303,2,Social media mentions,2087,Event 2087,Seminar,2024-07-06,7,IT professionals,2.4,Neutral
1988,Sponsor 1988,Technology,Medium,Associate Sponsor,60079,1,Booth space,2088,Event 2088,Conference,2024-11-09,11,Finance professionals,3.1,Neutral
1989,Sponsor 1989,Wellness,Large,Title Sponsor,36607,2,Social media mentions,2089,Event 2089,Seminar,2024-07-24,7,Healthcare providers,2.1,Neutral
1990,Sponsor 1990,Technology,Large,Associate Sponsor,14215,3,Booth space,2090,Event 2090,Seminar,2024-10-04,10,Healthcare providers,4.6,Neutral
1991,Sponsor 1991,Automotive,Medium,Title Sponsor,20648,5,Promotional materials,2091,Event 2091,Exhibition,2024-07-11,7,Healthcare providers,4.6,Neutral
1992,Sponsor 1992,Retail,Small,Co-Sponsor,86986,1,Booth space,2092,Event 2092,Conference,2025-03-22,3,IT professionals,3.1,Neutral
