Event_Type,Location,Ticket_Price,Weather_Condition,Attendance_Count,Day_of_Week,Month
2,0,79.0,0,412.0,0,9
0,1,20.0,2,433.0,2,8
1,1,93.0,1,307.0,0,11
0,0,74.0,2,161.0,6,6
1,2,94.0,2,249.0,0,11
2,0,34.0,1,70.0,1,4
0,3,21.0,1,242.0,2,4
3,0,44.0,2,441.0,1,3
3,2,14.0,2,106.0,5,8
0,1,78.0,0,404.0,4,5
1,2,41.0,2,79.0,6,9
3,3,99.0,2,237.0,1,3
1,1,40.0,0,474.0,1,5
0,1,100.0,1,437.0,5,4
0,1,50.0,1,155.0,1,11
2,3,30.0,2,470.0,3,5
0,3,26.0,2,250.0,6,10
3,2,42.0,0,51.0,4,1
2,0,79.0,2,231.0,5,5
2,3,75.0,1,82.0,2,1
0,2,29.0,1,62.0,1,11
1,2,86.0,1,478.0,5,12
2,1,17.0,2,64.0,5,9
2,1,34.0,0,225.0,5,3
2,0,31.0,1,442.0,3,6
2,1,83.0,1,281.0,5,3
3,3,69.0,0,193.0,0,10
1,1,76.0,1,85.0,1,11
3,3,67.0,2,93.0,3,4
1,2,45.0,0,309.0,0,2
1,0,16.0,0,407.0,1,10
3,4,39.0,2,311.0,3,10
2,3,32.0,0,249.0,5,3
2,0,63.0,0,76.0,1,1
2,4,35.0,1,410.0,4,8
1,1,11.0,2,309.0,0,8
2,1,47.0,0,134.0,1,4
2,0,65.0,1,184.0,4,2
1,3,25.0,0,112.0,4,7
1,3,42.0,0,405.0,0,7
1,2,52.0,1,349.0,0,6
0,0,87.0,1,296.0,5,10
2,0,49.0,0,66.0,3,3
0,4,83.0,0,277.0,2,4
2,2,11.0,1,152.0,0,1
0,2,28.0,1,58.0,4,2
0,4,41.0,1,68.0,2,9
1,2,18.0,2,54.0,1,4
2,4,83.0,1,218.0,3,10
1,3,55.0,1,233.0,0,12
3,3,87.0,1,74.0,3,12
2,0,31.0,1,101.0,3,11
1,4,100.0,1,117.0,6,5
0,1,19.0,0,473.0,6,4
3,2,86.0,0,411.0,5,11
1,1,29.0,0,482.0,3,3
0,2,59.0,1,81.0,4,1
3,1,27.0,1,392.0,6,4
1,3,19.0,2,481.0,6,2
3,3,18.0,0,467.0,5,9
1,2,64.0,1,84.0,6,6
0,0,13.0,2,225.0,1,8
3,0,67.0,1,252.0,1,4
0,2,13.0,2,480.0,0,4
2,2,84.0,2,499.0,4,8
2,2,34.0,1,400.0,2,11
3,0,29.0,0,467.0,0,11
1,4,76.0,2,462.0,3,7
1,0,82.0,1,196.0,4,4
0,3,100.0,2,302.0,5,2
0,4,79.0,0,298.0,3,3
1,0,29.0,2,320.0,4,12
2,3,24.0,0,95.0,2,12
2,2,94.0,1,436.0,4,2
1,1,92.0,0,291.0,2,5
1,3,11.0,0,362.0,6,5
3,4,27.0,1,328.0,2,4
0,4,85.0,1,311.0,4,7
2,2,71.0,1,444.0,6,2
2,0,54.0,0,97.0,0,4
3,4,70.0,2,169.0,5,4
1,2,38.0,1,355.0,4,6
0,2,39.0,1,209.0,0,4
1,4,92.0,2,231.0,0,4
1,0,66.0,2,214.0,3,10
0,4,70.0,2,284.0,0,7
2,1,71.0,1,349.0,4,2
2,4,48.0,1,95.0,0,1
0,1,98.0,0,123.0,6,12
3,2,76.0,2,388.0,5,6
2,4,49.0,2,363.0,0,11
0,3,53.0,1,116.0,6,3
0,2,34.0,1,153.0,6,7
1,2,34.0,0,263.0,1,9
1,2,18.0,0,332.0,3,9
2,1,64.0,0,123.0,5,5
1,0,91.0,1,71.0,5,12
2,3,64.0,2,380.0,1,1
0,3,56.0,1,88.0,4,1
3,4,25.0,1,446.0,3,1
0,0,67.0,0,318.0,4,5
3,3,83.0,2,82.0,2,6
1,4,35.0,0,79.0,5,3
2,0,69.0,1,214.0,4,4
3,1,44.0,0,332.0,3,1
1,1,96.0,0,112.0,4,1
1,4,96.0,1,134.0,3,10
1,4,63.0,1,252.0,5,7
3,4,40.0,2,482.0,2,5
3,0,63.0,1,236.0,2,6
2,4,96.0,0,379.0,5,5
2,2,57.0,2,179.0,3,8
1,1,28.0,1,183.0,3,9
2,4,12.0,2,94.0,4,3
1,2,80.0,2,445.0,4,6
3,0,45.0,2,366.0,2,1
3,2,72.0,1,61.0,4,11
2,2,81.0,0,411.0,3,7
2,3,39.0,1,436.0,1,6
2,3,95.0,0,494.0,1,12
2,2,43.0,1,207.0,1,2
0,2,81.0,0,79.0,4,8
3,4,69.0,2,355.0,3,6
2,0,55.0,0,105.0,1,12
1,1,63.0,2,386.0,1,4
0,2,54.0,1,481.0,5,3
3,1,54.0,1,85.0,2,6
1,3,18.0,0,495.0,3,7
1,2,92.0,2,71.0,3,7
1,0,24.0,2,333.0,0,2
2,2,38.0,1,215.0,3,5
0,2,51.0,1,64.0,4,9
3,3,68.0,0,435.0,5,7
2,1,22.0,0,325.0,2,11
0,3,56.0,2,295.0,0,8
0,0,49.0,1,313.0,2,2
2,2,49.0,1,468.0,0,4
2,1,95.0,1,238.0,1,9
1,2,51.0,0,112.0,4,8
3,3,81.0,0,433.0,5,1
2,0,79.0,1,92.0,3,1
3,1,37.0,1,390.0,3,5
0,0,23.0,0,247.0,1,12
1,2,59.0,1,309.0,1,9
2,4,97.0,2,427.0,5,9
3,1,23.0,2,114.0,0,4
1,0,55.0,2,463.0,5,11
0,4,81.0,0,490.0,6,10
3,4,63.0,2,180.0,1,1
1,0,40.0,1,138.0,0,6
1,0,27.0,0,244.0,6,1
2,4,33.0,0,489.0,6,2
2,3,63.0,2,400.0,2,2
3,4,50.0,2,389.0,3,1
2,0,50.0,2,52.0,3,7
0,4,100.0,2,101.0,2,2
2,3,98.0,0,401.0,1,3
0,4,93.0,1,193.0,1,12
0,3,48.0,0,210.0,0,3
0,0,66.0,2,114.0,5,10
2,2,60.0,1,283.0,6,5
1,0,88.0,0,73.0,4,6
1,0,44.0,1,142.0,3,4
3,3,15.0,2,465.0,6,6
0,0,61.0,2,161.0,4,7
1,2,21.0,0,155.0,6,7
0,1,64.0,0,114.0,3,11
1,3,81.0,0,268.0,1,5
0,3,10.0,0,298.0,6,4
2,0,46.0,1,210.0,5,12
3,4,93.0,1,53.0,2,12
2,3,100.0,1,212.0,3,10
0,0,40.0,2,87.0,2,1
2,0,51.0,2,457.0,1,12
3,2,61.0,1,471.0,6,9
1,4,12.0,2,137.0,6,1
1,2,16.0,2,431.0,3,2
0,0,27.0,2,178.0,3,1
3,4,42.0,1,450.0,6,4
1,3,77.0,1,480.0,5,4
1,1,94.0,1,251.0,6,10
3,0,25.0,1,474.0,5,4
3,3,66.0,2,260.0,5,4
1,4,18.0,2,319.0,2,4
0,3,43.0,1,375.0,1,12
2,2,16.0,2,195.0,5,12
0,4,74.0,1,128.0,0,2
0,2,47.0,2,157.0,5,3
0,1,18.0,1,438.0,0,8
2,1,15.0,0,421.0,1,10
3,1,91.0,1,82.0,6,4
0,0,49.0,2,115.0,2,10
1,0,24.0,2,152.0,5,1
0,2,18.0,0,437.0,0,7
1,2,52.0,1,363.0,1,7
3,1,86.0,2,343.0,0,8
2,3,45.0,1,217.0,6,2
2,3,12.0,2,281.0,6,3
2,4,10.0,2,335.0,3,5
0,4,55.0,0,83.0,3,12
3,2,28.0,2,323.0,3,6
3,2,81.0,2,302.0,2,1
0,1,95.0,1,329.0,6,7
2,0,84.0,0,322.0,2,5
2,1,93.0,1,276.0,0,10
3,4,25.0,0,216.0,3,5
3,2,81.0,1,193.0,6,3
3,2,100.0,1,180.0,2,4
3,4,36.0,0,227.0,1,9
2,1,78.0,2,84.0,0,5
2,4,51.0,0,162.0,2,8
3,3,72.0,2,412.0,2,4
0,1,53.0,2,468.0,6,4
0,2,89.0,0,446.0,3,9
2,0,85.0,2,299.0,4,1
1,3,64.0,2,184.0,5,7
0,4,51.0,1,321.0,5,8
1,0,13.0,1,325.0,0,3
1,3,24.0,1,304.0,6,9
3,3,98.0,2,92.0,2,8
2,3,29.0,1,370.0,4,3
1,2,94.0,1,496.0,4,10
0,4,94.0,2,104.0,6,7
2,0,53.0,0,193.0,1,9
3,1,39.0,2,360.0,6,3
0,1,23.0,0,177.0,1,5
1,0,38.0,0,403.0,1,8
2,1,36.0,2,386.0,6,8
3,0,57.0,2,273.0,3,3
3,3,54.0,2,271.0,3,12
1,4,41.0,2,396.0,3,7
3,4,56.0,0,155.0,1,7
3,4,46.0,0,324.0,5,10
0,1,84.0,0,156.0,2,10
1,1,51.0,1,476.0,6,1
0,2,64.0,0,72.0,3,11
3,4,17.0,0,116.0,3,9
0,2,58.0,2,288.0,2,3
2,2,21.0,0,275.0,6,10
3,0,59.0,2,443.0,3,1
1,2,41.0,2,167.0,2,7
0,1,45.0,1,455.0,5,1
3,4,10.0,0,201.0,3,3
2,2,12.0,1,267.0,6,11
3,4,41.0,1,109.0,6,4
0,2,20.0,0,294.0,6,9
1,2,28.0,1,178.0,1,11
0,0,50.0,1,182.0,3,10
2,2,38.0,2,426.0,2,11
0,0,36.0,0,213.0,2,6
3,0,62.0,2,329.0,0,9
3,2,81.0,0,97.0,3,4
1,4,12.0,0,325.0,4,10
3,2,85.0,2,347.0,5,4
3,1,26.0,0,315.0,5,7
1,3,68.0,2,394.0,5,2
3,0,85.0,1,84.0,2,10
2,4,35.0,0,454.0,1,3
2,4,65.0,0,203.0,4,6
2,0,93.0,0,61.0,4,3
0,4,51.0,0,191.0,3,8
2,2,60.0,1,134.0,0,4
1,2,48.0,2,399.0,3,11
0,1,87.0,1,176.0,1,6
1,4,11.0,0,50.0,2,3
0,4,91.0,0,165.0,6,10
2,0,45.0,1,125.0,6,3
1,0,67.0,0,370.0,5,6
3,1,56.0,2,283.0,5,8
2,3,31.0,2,313.0,6,6
1,4,68.0,0,269.0,1,1
2,1,54.0,2,444.0,5,3
1,2,61.0,0,365.0,2,4
3,3,53.0,2,483.0,1,7
2,1,13.0,0,136.0,5,2
2,3,30.0,1,406.0,3,9
2,2,56.0,0,456.0,1,8
0,2,42.0,1,366.0,1,12
0,3,66.0,0,195.0,6,2
1,4,44.0,2,97.0,3,6
3,0,75.0,2,220.0,4,2
1,4,17.0,0,336.0,4,10
2,0,23.0,0,410.0,0,9
0,2,56.0,1,293.0,6,12
2,3,17.0,0,114.0,3,11
1,0,25.0,1,461.0,3,1
0,2,96.0,1,438.0,5,1
1,0,41.0,2,198.0,4,6
2,0,20.0,0,83.0,3,1
2,3,11.0,2,93.0,3,3
2,3,82.0,1,150.0,6,11
0,2,95.0,1,172.0,1,1
3,4,97.0,2,202.0,5,6
0,0,82.0,2,61.0,6,1
3,4,99.0,1,197.0,2,6
0,4,29.0,2,236.0,5,6
0,4,90.0,0,287.0,6,8
2,2,48.0,1,370.0,2,10
1,2,68.0,0,111.0,5,3
1,1,23.0,0,264.0,3,5
3,4,80.0,2,98.0,2,11
2,4,53.0,1,63.0,5,11
0,2,73.0,0,213.0,4,2
1,2,46.0,0,284.0,3,2
1,4,32.0,2,72.0,0,12
1,3,57.0,0,104.0,5,9
3,0,66.0,0,408.0,1,2
1,0,68.0,1,308.0,2,5
2,4,90.0,2,329.0,5,10
1,3,68.0,0,138.0,4,3
0,3,28.0,0,394.0,0,4
1,2,35.0,1,417.0,1,4
2,1,66.0,0,378.0,5,11
0,0,19.0,1,341.0,0,4
1,3,65.0,0,140.0,3,4
0,3,33.0,2,434.0,5,9
2,1,65.0,1,90.0,4,6
0,1,90.0,2,289.0,6,3
0,3,52.0,2,222.0,3,8
0,3,35.0,0,62.0,0,6
2,3,43.0,0,388.0,4,5
1,4,10.0,1,409.0,5,1
3,3,22.0,2,389.0,6,4
0,0,12.0,2,194.0,6,2
2,0,11.0,0,407.0,2,6
3,1,72.0,2,476.0,3,1
3,3,74.0,1,111.0,2,11
1,3,30.0,2,52.0,1,12
3,3,32.0,0,358.0,6,4
1,4,15.0,0,257.0,6,9
2,4,97.0,0,265.0,5,10
1,2,19.0,2,287.0,2,10
2,1,23.0,2,442.0,5,7
2,4,61.0,0,272.0,1,1
3,1,22.0,0,230.0,4,12
3,4,22.0,2,105.0,4,12
1,1,31.0,2,409.0,5,3
2,2,71.0,2,320.0,1,3
2,3,88.0,2,91.0,5,8
2,3,38.0,1,498.0,6,7
1,1,19.0,2,172.0,5,2
3,1,92.0,2,73.0,1,4
0,2,54.0,2,305.0,5,1
2,4,48.0,1,106.0,1,4
1,2,94.0,0,338.0,3,4
0,0,16.0,0,181.0,2,3
0,2,24.0,0,136.0,6,9
0,4,74.0,2,422.0,6,9
2,2,28.0,1,154.0,1,4
0,4,69.0,2,52.0,6,12
0,4,56.0,0,407.0,0,4
0,0,21.0,2,410.0,2,2
0,1,43.0,1,472.0,6,8
1,0,86.0,0,241.0,6,7
0,0,46.0,1,337.0,1,5
2,3,37.0,2,155.0,1,1
0,2,79.0,1,114.0,6,4
3,3,53.0,2,98.0,3,10
0,4,89.0,2,65.0,6,6
2,4,19.0,1,218.0,2,8
1,4,24.0,1,90.0,0,9
1,0,44.0,0,163.0,5,6
3,1,73.0,1,95.0,3,5
2,1,67.0,2,235.0,2,1
0,2,42.0,1,79.0,0,10
1,0,42.0,0,403.0,3,2
3,4,70.0,2,193.0,5,4
1,2,76.0,0,263.0,2,5
0,3,34.0,2,344.0,2,1
1,1,42.0,2,459.0,1,1
1,2,46.0,1,357.0,0,1
3,2,86.0,2,320.0,3,2
0,2,45.0,0,235.0,0,12
0,2,83.0,2,468.0,3,4
2,2,28.0,0,110.0,3,6
3,1,37.0,1,369.0,3,1
2,2,86.0,0,358.0,5,4
1,4,99.0,2,403.0,3,4
0,3,95.0,1,151.0,2,5
1,0,33.0,2,374.0,0,4
1,3,43.0,0,500.0,1,4
3,1,61.0,2,151.0,3,3
2,2,93.0,1,394.0,2,4
0,0,19.0,1,139.0,4,7
0,1,49.0,1,287.0,3,4
0,1,53.0,0,64.0,4,10
0,0,58.0,0,131.0,0,11
0,2,73.0,0,356.0,6,8
1,1,70.0,2,260.0,3,10
3,0,32.0,1,78.0,4,2
2,4,54.0,1,385.0,4,5
3,4,39.0,1,363.0,3,4
0,3,59.0,0,461.0,0,3
3,2,26.0,0,251.0,3,1
0,1,35.0,0,498.0,6,6
3,4,24.0,1,467.0,3,7
1,2,41.0,2,133.0,0,6
1,1,17.0,0,391.0,4,6
3,4,35.0,1,366.0,4,12
3,1,57.0,0,493.0,1,3
3,1,79.0,0,149.0,1,6
1,4,17.0,0,186.0,0,12
2,1,45.0,1,287.0,4,8
3,1,75.0,0,444.0,3,1
3,1,11.0,1,175.0,1,12
0,1,50.0,1,349.0,0,2
3,3,15.0,2,399.0,3,9
0,4,73.0,2,286.0,2,7
1,4,40.0,2,438.0,3,3
3,1,44.0,1,480.0,1,4
2,2,59.0,1,93.0,4,10
0,2,92.0,2,341.0,2,6
1,0,48.0,1,478.0,0,11
1,1,93.0,0,276.0,1,8
3,4,22.0,1,138.0,3,12
3,1,71.0,0,211.0,0,12
2,1,41.0,2,108.0,0,8
2,4,58.0,0,425.0,2,2
2,4,69.0,2,340.0,4,10
3,2,98.0,2,335.0,6,3
3,4,83.0,1,408.0,6,3
1,4,100.0,0,249.0,5,8
1,0,47.0,1,220.0,0,4
3,4,90.0,1,229.0,6,4
1,1,51.0,0,181.0,3,1
3,0,43.0,0,63.0,4,4
0,4,17.0,1,475.0,0,7
0,0,79.0,2,92.0,5,2
2,3,77.0,0,135.0,2,2
1,2,58.0,1,484.0,0,11
2,1,88.0,0,151.0,0,6
3,0,73.0,0,161.0,6,6
1,0,60.0,0,268.0,2,7
2,0,72.0,2,411.0,3,2
2,1,90.0,0,443.0,6,10
3,1,72.0,1,145.0,5,8
3,4,30.0,0,379.0,6,11
0,0,84.0,2,127.0,4,8
0,0,49.0,0,319.0,5,7
1,3,89.0,0,192.0,2,1
1,1,15.0,0,131.0,3,1
1,3,39.0,1,325.0,4,10
1,3,50.0,0,279.0,3,10
2,1,47.0,0,203.0,0,8
2,4,12.0,2,461.0,2,3
1,4,95.0,2,409.0,1,2
1,0,72.0,1,244.0,3,2
2,4,63.0,1,411.0,0,11
3,2,14.0,2,387.0,5,10
0,4,14.0,0,461.0,4,6
1,4,53.0,1,122.0,6,5
2,4,36.0,2,174.0,5,4
1,3,96.0,2,324.0,1,5
1,4,76.0,2,271.0,6,8
3,0,89.0,1,135.0,0,10
2,4,78.0,2,213.0,4,6
0,4,97.0,1,119.0,3,5
1,4,84.0,0,214.0,2,8
2,3,24.0,2,373.0,3,4
2,2,42.0,0,64.0,6,2
2,0,38.0,1,181.0,4,10
2,0,33.0,1,91.0,5,8
0,4,78.0,2,372.0,2,10
2,2,60.0,0,336.0,6,3
2,3,20.0,2,333.0,3,4
0,1,36.0,0,240.0,2,11
0,2,29.0,1,431.0,6,2
1,2,79.0,1,424.0,0,6
1,2,24.0,0,100.0,2,2
2,4,56.0,0,279.0,4,1
0,0,28.0,2,249.0,0,4
3,2,91.0,1,81.0,6,2
0,4,82.0,0,192.0,0,10
2,0,39.0,1,469.0,5,1
0,0,49.0,1,318.0,3,4
1,0,62.0,2,99.0,3,2
2,3,96.0,2,111.0,5,3
0,2,53.0,2,369.0,0,4
2,0,31.0,1,281.0,6,3
2,4,16.0,1,202.0,0,2
1,2,40.0,0,258.0,2,1
1,2,21.0,0,79.0,1,2
1,4,70.0,0,161.0,3,10
0,0,40.0,1,397.0,5,9
3,0,77.0,1,485.0,3,10
1,2,60.0,0,63.0,4,6
1,4,63.0,2,202.0,5,3
2,1,70.0,0,444.0,4,4
3,2,21.0,1,477.0,4,3
3,2,47.0,1,352.0,1,11
1,3,25.0,1,249.0,2,12
1,0,76.0,0,366.0,3,5
1,0,50.0,1,383.0,2,7
1,4,11.0,0,348.0,5,3
0,3,49.0,1,490.0,4,3
3,0,22.0,1,364.0,2,3
2,2,99.0,1,417.0,0,7
2,0,71.0,1,257.0,4,12
0,3,68.0,0,253.0,3,2
1,2,100.0,2,265.0,4,11
3,1,28.0,1,257.0,6,6
3,3,63.0,1,89.0,2,9
3,3,53.0,1,357.0,1,11
2,1,61.0,0,457.0,5,1
2,3,70.0,2,54.0,6,6
3,0,36.0,0,289.0,3,11
3,3,25.0,0,472.0,3,10
1,1,34.0,2,495.0,6,9
1,3,54.0,0,245.0,3,7
2,2,25.0,0,121.0,5,4
1,1,12.0,2,401.0,3,9
0,4,40.0,2,370.0,4,9
1,4,73.0,0,306.0,5,3
0,0,22.0,1,107.0,4,7
1,2,74.0,2,384.0,5,9
1,3,67.0,1,263.0,6,11
2,4,31.0,1,464.0,0,6
2,2,14.0,1,464.0,2,7
0,2,26.0,1,389.0,4,1
0,2,99.0,0,255.0,1,3
2,1,42.0,0,409.0,5,6
3,4,13.0,1,298.0,0,1
0,0,51.0,1,155.0,3,2
3,3,49.0,2,134.0,3,4
3,2,10.0,2,406.0,1,9
3,1,20.0,0,413.0,0,11
1,0,73.0,0,212.0,1,9
0,3,63.0,0,355.0,6,7
3,4,56.0,1,453.0,4,8
2,4,12.0,1,385.0,2,5
2,0,51.0,1,411.0,2,11
1,2,62.0,1,88.0,1,10
3,3,77.0,0,304.0,4,10
2,0,16.0,0,116.0,0,7
1,3,42.0,0,132.0,3,1
0,2,100.0,0,369.0,3,5
1,2,74.0,1,294.0,2,5
3,1,38.0,1,458.0,3,12
1,4,37.0,0,298.0,3,12
3,1,74.0,1,497.0,3,1
2,3,13.0,1,147.0,3,9
2,4,92.0,1,183.0,6,1
0,3,97.0,2,172.0,5,4
3,3,51.0,2,199.0,0,4
0,2,78.0,2,235.0,1,8
3,2,66.0,0,166.0,0,10
0,2,87.0,0,295.0,2,1
0,3,12.0,1,204.0,1,2
2,3,93.0,0,446.0,1,7
2,1,36.0,0,261.0,0,6
2,2,32.0,0,155.0,3,9
1,1,88.0,2,370.0,5,3
1,1,66.0,0,449.0,0,2
3,1,77.0,2,408.0,3,1
3,2,51.0,2,490.0,1,12
1,4,44.0,2,462.0,0,9
0,4,28.0,0,125.0,0,6
3,1,88.0,0,271.0,6,6
2,4,90.0,0,313.0,4,9
0,1,27.0,2,52.0,5,4
0,3,48.0,0,425.0,0,3
0,4,11.0,1,167.0,6,4
3,1,77.0,0,227.0,2,3
3,4,94.0,0,356.0,4,7
2,2,14.0,2,293.0,6,3
1,2,51.0,2,256.0,0,7
1,4,94.0,2,338.0,0,3
1,0,20.0,0,435.0,0,2
0,4,39.0,2,213.0,6,7
2,3,97.0,0,221.0,3,10
0,0,61.0,1,111.0,2,7
3,1,74.0,1,379.0,6,10
3,3,72.0,1,222.0,6,4
2,3,56.0,0,220.0,6,6
2,4,21.0,1,59.0,6,1
1,2,86.0,2,107.0,0,10
1,0,30.0,1,203.0,2,8
3,0,44.0,2,404.0,1,1
0,3,71.0,0,161.0,2,2
0,4,17.0,1,139.0,6,7
1,3,16.0,2,188.0,3,1
2,2,42.0,2,399.0,1,7
3,2,35.0,2,265.0,1,4
2,4,86.0,1,197.0,1,5
2,1,54.0,1,102.0,1,8
2,3,45.0,2,256.0,3,7
3,0,45.0,2,341.0,5,5
3,1,50.0,2,53.0,5,9
2,1,87.0,0,381.0,0,2
3,3,56.0,0,411.0,1,2
1,3,43.0,2,84.0,2,4
2,2,98.0,1,72.0,4,1
2,2,83.0,1,70.0,4,5
0,1,21.0,0,199.0,4,1
3,1,21.0,2,193.0,6,12
1,2,68.0,2,317.0,6,9
2,1,86.0,2,442.0,6,2
0,0,66.0,1,252.0,5,3
1,4,61.0,1,390.0,1,4
3,1,80.0,2,206.0,2,3
3,1,32.0,0,281.0,1,3
2,3,52.0,2,263.0,4,7
0,2,44.0,0,162.0,3,3
1,4,35.0,0,405.0,5,10
3,0,28.0,1,63.0,6,9
0,1,14.0,1,464.0,2,1
3,4,20.0,0,372.0,0,3
1,1,68.0,0,190.0,1,9
0,1,69.0,0,188.0,1,9
2,0,84.0,2,326.0,3,5
2,2,93.0,2,424.0,4,2
2,0,29.0,1,438.0,4,4
3,4,59.0,2,371.0,0,12
0,3,45.0,0,170.0,1,8
3,4,69.0,2,323.0,5,8
3,2,22.0,0,148.0,6,6
3,0,63.0,2,193.0,2,12
3,2,34.0,0,66.0,4,10
1,2,61.0,1,307.0,4,3
1,0,20.0,1,66.0,5,6
1,3,93.0,0,223.0,5,7
0,2,11.0,0,101.0,4,3
3,2,17.0,0,137.0,4,8
2,1,99.0,0,125.0,3,2
1,2,76.0,2,216.0,1,2
1,1,93.0,1,394.0,3,7
0,2,53.0,1,60.0,5,3
2,1,25.0,1,150.0,6,3
3,2,63.0,2,388.0,1,2
2,0,83.0,1,84.0,0,3
2,0,55.0,0,313.0,1,1
3,2,11.0,2,339.0,4,3
0,2,47.0,0,144.0,2,2
1,4,86.0,1,309.0,4,3
0,2,83.0,1,404.0,1,2
2,4,41.0,1,113.0,6,4
0,2,45.0,1,370.0,0,10
3,0,27.0,0,408.0,1,6
1,0,86.0,0,332.0,6,3
0,3,50.0,1,416.0,0,10
1,2,89.0,0,195.0,6,1
2,4,12.0,1,463.0,4,2
1,0,71.0,0,312.0,0,7
3,1,29.0,1,204.0,4,6
3,1,65.0,0,466.0,1,9
1,2,68.0,0,220.0,4,11
3,3,92.0,2,339.0,2,4
1,4,51.0,0,417.0,1,3
3,4,85.0,2,343.0,6,2
2,3,37.0,1,300.0,2,2
0,1,17.0,1,321.0,3,9
0,2,67.0,0,301.0,0,12
3,1,88.0,1,195.0,3,12
3,3,29.0,1,127.0,6,9
3,4,42.0,2,462.0,6,11
0,3,16.0,0,376.0,6,4
1,4,70.0,2,157.0,0,4
0,3,52.0,0,350.0,3,3
2,2,58.0,2,61.0,2,1
2,1,42.0,2,178.0,0,4
0,4,14.0,1,351.0,4,4
0,4,66.0,2,114.0,5,10
1,2,79.0,2,437.0,6,10
0,1,67.0,2,413.0,1,4
0,3,81.0,1,332.0,3,3
1,0,39.0,1,425.0,0,2
3,0,41.0,1,358.0,2,1
1,0,30.0,2,471.0,1,12
1,1,45.0,2,264.0,1,4
3,0,15.0,1,97.0,6,2
2,1,20.0,0,266.0,0,4
2,2,21.0,1,83.0,5,6
2,3,99.0,1,157.0,5,12
2,4,87.0,1,424.0,2,9
1,3,66.0,2,134.0,1,4
0,4,80.0,2,267.0,5,11
0,1,54.0,1,79.0,4,3
2,2,34.0,1,280.0,6,4
0,0,71.0,2,78.0,4,8
3,1,49.0,2,334.0,6,4
1,0,85.0,1,279.0,0,7
3,3,17.0,1,320.0,1,1
2,4,47.0,2,170.0,5,7
1,3,76.0,0,267.0,2,12
3,2,68.0,1,469.0,4,12
3,1,49.0,0,260.0,2,1
0,3,44.0,2,333.0,5,4
2,3,93.0,2,266.0,4,3
1,1,13.0,2,207.0,3,9
2,0,100.0,0,245.0,1,6
2,4,39.0,0,472.0,1,5
1,3,47.0,2,72.0,6,5
0,4,52.0,2,400.0,5,6
3,4,86.0,2,309.0,4,2
3,1,65.0,1,68.0,6,8
2,2,69.0,1,256.0,3,3
1,4,53.0,2,499.0,6,3
1,0,95.0,1,237.0,2,2
3,1,24.0,2,247.0,5,1
1,2,79.0,2,491.0,4,9
3,3,61.0,1,119.0,0,3
2,3,85.0,2,234.0,0,8
0,0,60.0,0,252.0,5,1
0,0,54.0,0,349.0,3,3
3,3,36.0,1,161.0,4,10
3,0,37.0,1,76.0,1,6
3,0,70.0,2,437.0,3,5
3,4,75.0,0,368.0,3,12
3,4,50.0,2,209.0,4,11
2,3,91.0,1,214.0,5,10
1,4,44.0,2,313.0,3,8
0,1,84.0,2,227.0,1,5
0,0,23.0,1,367.0,2,5
1,3,65.0,1,419.0,1,11
1,2,100.0,1,134.0,0,7
0,0,77.0,1,153.0,5,6
0,0,67.0,1,156.0,2,7
2,4,65.0,2,153.0,1,9
3,1,14.0,2,122.0,6,3
1,2,99.0,2,398.0,3,12
0,1,57.0,1,330.0,3,9
1,3,25.0,0,450.0,1,4
0,2,62.0,0,368.0,2,6
1,1,33.0,1,277.0,0,1
0,4,27.0,0,145.0,2,11
3,4,63.0,1,197.0,1,6
3,4,97.0,2,363.0,2,5
2,4,11.0,0,84.0,5,3
2,1,84.0,0,163.0,5,5
2,4,78.0,0,472.0,5,3
2,0,61.0,2,73.0,3,3
3,3,29.0,0,82.0,2,4
3,3,40.0,2,333.0,6,5
2,2,63.0,2,245.0,2,9
1,0,34.0,0,55.0,1,4
3,2,65.0,2,449.0,4,7
0,2,74.0,0,148.0,1,3
1,3,47.0,1,139.0,3,1
2,0,44.0,1,262.0,0,5
0,2,26.0,0,410.0,6,4
2,0,78.0,1,86.0,6,11
3,4,11.0,1,235.0,1,7
3,1,70.0,2,480.0,2,4
3,3,99.0,0,81.0,3,1
2,2,16.0,0,135.0,2,1
2,0,26.0,1,256.0,0,6
1,2,93.0,0,60.0,1,3
0,1,73.0,2,65.0,1,7
1,2,90.0,0,497.0,5,2
0,2,39.0,0,471.0,3,12
3,2,58.0,0,102.0,1,1
2,3,63.0,1,329.0,5,6
1,1,61.0,1,195.0,1,7
2,4,25.0,1,153.0,6,5
2,1,56.0,1,436.0,2,9
3,4,32.0,0,281.0,1,7
0,3,79.0,0,104.0,4,6
0,4,92.0,0,190.0,3,10
3,3,51.0,0,201.0,6,3
1,2,53.0,0,52.0,4,7
3,0,15.0,0,185.0,4,11
3,0,58.0,0,424.0,2,2
3,4,90.0,1,134.0,4,10
3,0,58.0,1,52.0,6,9
0,0,63.0,1,295.0,2,4
2,4,86.0,0,411.0,2,10
0,0,74.0,1,263.0,2,6
0,1,34.0,1,175.0,4,8
1,1,87.0,1,90.0,2,1
2,3,65.0,2,249.0,3,2
0,2,50.0,1,312.0,3,3
0,1,12.0,0,342.0,1,1
2,0,29.0,2,326.0,4,7
2,1,75.0,1,125.0,1,3
2,1,47.0,0,162.0,5,10
