Event_ID,Event_Name,Event_Type,Event_Date,Location,Ticket_Price,Weather_Condition,Attendance_Count,Day_of_Week
4195,Event 4195,Concert,2024-01-14,C,48,Sunny,224,Sunday
4196,Event 4196,Workshop,2022-01-31,E,63,Cloudy,53,Monday
4197,Event 4197,Expo,2023-10-31,E,95,Sunny,382,Tuesday
4198,Event 4198,Concert,2022-07-30,B,11,Sunny,184,Saturday
4199,Event 4199,Workshop,2023-09-17,D,82,Cloudy,149,Sunday
4200,Event 4200,Workshop,2022-01-11,A,18,Cloudy,500,Tuesday
4201,Event 4201,Workshop,2022-10-19,D,37,Rainy,128,Wednesday
4202,Event 4202,Workshop,2023-11-09,E,77,Cloudy,94,Thursday
4203,Event 4203,Workshop,2023-06-22,C,62,Sunny,270,Thursday
4204,Event 4204,Workshop,2024-03-22,D,92,Sunny,107,Friday
4205,Event 4205,Workshop,2022-06-07,A,74,Sunny,418,Tuesday
4206,Event 4206,Conference,2022-07-15,D,62,Sunny,389,Friday
4207,Event 4207,Workshop,2022-03-02,A,51,Sunny,130,Wednesday
4208,Event 4208,Workshop,2023-08-10,D,89,Cloudy,283,Thursday
4209,Event 4209,Conference,2023-11-16,D,69,Rainy,450,Thursday
4210,Event 4210,Conference,2023-01-06,D,66,Rainy,326,Friday
4211,Event 4211,Concert,2023-04-16,C,58,Cloudy,184,Sunday
4212,Event 4212,Conference,2022-04-10,B,35,Sunny,423,Sunday
4213,Event 4213,Concert,2022-07-13,D,98,Rainy,493,Wednesday
4214,Event 4214,Expo,2023-05-06,D,48,Cloudy,319,Saturday
4215,Event 4215,Workshop,2022-11-24,B,29,Sunny,96,Thursday
4216,Event 4216,Conference,2023-03-01,D,71,Cloudy,202,Wednesday
4217,Event 4217,Expo,2022-08-02,E,26,Rainy,493,Tuesday
4218,Event 4218,Workshop,2023-09-19,B,81,Sunny,358,Tuesday
4219,Event 4219,Concert,2023-09-09,E,32,Rainy,223,Saturday
4220,Event 4220,Expo,2023-06-17,B,40,Cloudy,95,Saturday
4221,Event 4221,Expo,2022-04-09,D,10,Rainy,445,Saturday
4222,Event 4222,Conference,2023-04-22,D,99,Rainy,273,Saturday
4223,Event 4223,Conference,2023-09-26,D,89,Cloudy,230,Tuesday
4224,Event 4224,Expo,2022-03-05,D,38,Cloudy,455,Saturday
4225,Event 4225,Conference,2024-03-16,E,71,Rainy,208,Saturday
4226,Event 4226,Concert,2024-03-04,B,53,Rainy,101,Monday
4227,Event 4227,Concert,2022-10-26,D,18,Cloudy,484,Wednesday
4228,Event 4228,Expo,2024-04-02,D,19,Rainy,402,Tuesday
4229,Event 4229,Conference,2024-04-05,A,34,Rainy,236,Friday
4230,Event 4230,Conference,2022-06-23,A,38,Cloudy,150,Thursday
4231,Event 4231,Expo,2022-02-01,B,22,Cloudy,57,Tuesday
4232,Event 4232,Expo,2022-01-31,B,29,Sunny,452,Monday
4233,Event 4233,Conference,2023-01-02,B,43,Sunny,155,Monday
4234,Event 4234,Expo,2022-02-22,E,41,Cloudy,484,Tuesday
4235,Event 4235,Concert,2022-04-19,E,81,Rainy,324,Tuesday
4236,Event 4236,Conference,2023-01-05,E,10,Sunny,460,Thursday
4237,Event 4237,Expo,2023-04-03,D,69,Sunny,133,Monday
4238,Event 4238,Conference,2022-05-22,C,46,Rainy,51,Sunday
4239,Event 4239,Workshop,2023-10-18,B,36,Cloudy,236,Wednesday
4240,Event 4240,Concert,2022-03-30,A,91,Rainy,265,Wednesday
4241,Event 4241,Workshop,2022-12-24,E,21,Rainy,280,Saturday
4242,Event 4242,Concert,2022-02-22,C,70,Rainy,363,Tuesday
4243,Event 4243,Workshop,2022-09-17,D,99,Cloudy,490,Saturday
4244,Event 4244,Expo,2023-02-16,A,39,Rainy,297,Thursday
4245,Event 4245,Expo,2023-03-12,D,55,Cloudy,102,Sunday
4246,Event 4246,Expo,2022-07-17,B,100,Rainy,468,Sunday
4247,Event 4247,Workshop,2022-11-04,E,81,Sunny,53,Friday
4248,Event 4248,Concert,2023-01-01,E,54,Rainy,392,Sunday
4249,Event 4249,Workshop,2022-09-28,B,16,Cloudy,412,Wednesday
4250,Event 4250,Conference,2023-05-28,D,66,Rainy,302,Sunday
4251,Event 4251,Concert,2023-11-05,A,64,Sunny,186,Sunday
4252,Event 4252,Workshop,2022-12-10,D,24,Sunny,153,Saturday
4253,Event 4253,Concert,2024-04-13,A,18,Sunny,443,Saturday
4254,Event 4254,Expo,2023-09-28,B,61,Cloudy,474,Thursday
4255,Event 4255,Workshop,2023-02-20,E,80,Rainy,315,Monday
4256,Event 4256,Concert,2024-02-28,B,96,Cloudy,303,Wednesday
4257,Event 4257,Expo,2022-02-25,B,29,Cloudy,328,Friday
4258,Event 4258,Conference,2023-04-03,A,58,Rainy,168,Monday
4259,Event 4259,Workshop,2023-04-17,D,42,Rainy,281,Monday
4260,Event 4260,Conference,2023-09-20,E,54,Sunny,423,Wednesday
4261,Event 4261,Concert,2023-02-03,A,58,Rainy,311,Friday
4262,Event 4262,Conference,2023-08-27,A,47,Cloudy,440,Sunday
4263,Event 4263,Workshop,2023-05-02,A,12,Rainy,239,Tuesday
4264,Event 4264,Expo,2022-03-07,E,60,Sunny,194,Monday
4265,Event 4265,Concert,2023-04-11,B,63,Rainy,112,Tuesday
4266,Event 4266,Concert,2023-11-22,C,74,Sunny,434,Wednesday
4267,Event 4267,Expo,2022-10-31,E,99,Rainy,445,Monday
4268,Event 4268,Workshop,2023-08-02,E,32,Cloudy,271,Wednesday
4269,Event 4269,Conference,2023-11-25,A,91,Sunny,391,Saturday
4270,Event 4270,Concert,2023-01-22,E,76,Rainy,415,Sunday
4271,Event 4271,Expo,2022-10-01,A,50,Rainy,206,Saturday
4272,Event 4272,Conference,2024-04-09,D,85,Sunny,456,Tuesday
4273,Event 4273,Concert,2023-07-01,B,54,Cloudy,164,Saturday
4274,Event 4274,Conference,2022-06-16,E,56,Sunny,277,Thursday
4275,Event 4275,Concert,2022-02-21,B,38,Rainy,267,Monday
4276,Event 4276,Workshop,2022-05-26,B,63,Rainy,159,Thursday
4277,Event 4277,Workshop,2023-11-30,A,20,Cloudy,435,Thursday
4278,Event 4278,Workshop,2023-01-23,E,19,Sunny,297,Monday
4279,Event 4279,Workshop,2023-06-17,A,19,Rainy,435,Saturday
4280,Event 4280,Concert,2022-02-14,B,78,Cloudy,360,Monday
4281,Event 4281,Workshop,2024-01-02,C,37,Rainy,61,Tuesday
4282,Event 4282,Expo,2023-10-16,C,63,Cloudy,346,Monday
4283,Event 4283,Expo,2024-04-24,E,55,Sunny,154,Wednesday
4284,Event 4284,Workshop,2022-10-20,D,64,Cloudy,114,Thursday
4285,Event 4285,Workshop,2023-08-15,C,77,Rainy,392,Tuesday
4286,Event 4286,Workshop,2022-07-06,B,40,Rainy,381,Wednesday
4287,Event 4287,Expo,2023-12-17,A,81,Sunny,490,Sunday
4288,Event 4288,Concert,2022-09-14,D,35,Cloudy,397,Wednesday
4289,Event 4289,Concert,2024-02-12,B,48,Cloudy,162,Monday
4290,Event 4290,Conference,2022-01-30,B,68,Cloudy,398,Sunday
4291,Event 4291,Conference,2022-09-13,C,89,Sunny,427,Tuesday
4292,Event 4292,Conference,2022-07-11,A,77,Rainy,267,Monday
4293,Event 4293,Workshop,2022-07-28,D,63,Rainy,500,Thursday
4294,Event 4294,Workshop,2023-06-04,B,22,Cloudy,345,Sunday
4295,Event 4295,Workshop,2023-07-04,D,52,Sunny,325,Tuesday
4296,Event 4296,Concert,2022-06-30,B,73,Rainy,468,Thursday
4297,Event 4297,Workshop,2024-04-27,C,37,Rainy,233,Saturday
4298,Event 4298,Workshop,2022-10-30,A,37,Sunny,135,Sunday
4299,Event 4299,Workshop,2024-04-07,B,73,Sunny,365,Sunday
4300,Event 4300,Expo,2024-04-04,A,74,Cloudy,212,Thursday
4301,Event 4301,Conference,2023-10-25,E,93,Rainy,379,Wednesday
4302,Event 4302,Expo,2022-05-15,B,99,Cloudy,408,Sunday
4303,Event 4303,Workshop,2023-09-12,B,58,Sunny,308,Tuesday
4304,Event 4304,Concert,2022-03-26,A,78,Sunny,161,Saturday
4305,Event 4305,Conference,2023-01-31,C,99,Cloudy,362,Tuesday
4306,Event 4306,Workshop,2022-05-05,D,55,Rainy,354,Thursday
4307,Event 4307,Concert,2024-03-31,D,67,Sunny,169,Sunday
4308,Event 4308,Concert,2023-03-25,D,66,Rainy,446,Saturday
4309,Event 4309,Conference,2023-09-18,D,66,Cloudy,258,Monday
4310,Event 4310,Expo,2023-09-04,D,13,Sunny,479,Monday
4311,Event 4311,Conference,2022-01-11,D,90,Sunny,302,Tuesday
4312,Event 4312,Expo,2022-10-31,E,83,Cloudy,492,Monday
4313,Event 4313,Concert,2022-10-14,A,26,Rainy,353,Friday
4314,Event 4314,Concert,2023-08-30,A,99,Sunny,109,Wednesday
4315,Event 4315,Conference,2022-03-19,E,68,Sunny,455,Saturday
4316,Event 4316,Expo,2022-05-07,D,98,Cloudy,85,Saturday
4317,Event 4317,Workshop,2023-05-08,B,58,Rainy,241,Monday
4318,Event 4318,Conference,2023-12-08,A,57,Rainy,339,Friday
4319,Event 4319,Workshop,2022-10-06,C,66,Cloudy,106,Thursday
4320,Event 4320,Concert,2023-02-25,E,46,Sunny,414,Saturday
4321,Event 4321,Concert,2023-12-13,A,61,Rainy,496,Wednesday
4322,Event 4322,Expo,2022-02-25,E,24,Cloudy,473,Friday
4323,Event 4323,Expo,2022-08-04,E,21,Cloudy,340,Thursday
4324,Event 4324,Expo,2023-02-17,C,11,Cloudy,234,Friday
4325,Event 4325,Conference,2023-12-17,E,55,Sunny,158,Sunday
4326,Event 4326,Workshop,2023-06-20,E,34,Rainy,276,Tuesday
4327,Event 4327,Workshop,2024-04-14,B,20,Sunny,375,Sunday
4328,Event 4328,Expo,2023-02-10,A,68,Sunny,103,Friday
4329,Event 4329,Workshop,2024-04-01,E,70,Rainy,391,Monday
4330,Event 4330,Expo,2022-11-14,E,60,Cloudy,196,Monday
4331,Event 4331,Expo,2023-11-06,A,58,Rainy,308,Monday
4332,Event 4332,Concert,2023-07-23,E,24,Rainy,366,Sunday
4333,Event 4333,Concert,2024-02-29,B,60,Sunny,244,Thursday
4334,Event 4334,Expo,2024-02-03,E,40,Rainy,491,Saturday
4335,Event 4335,Concert,2024-04-15,D,51,Sunny,471,Monday
4336,Event 4336,Concert,2022-12-18,E,100,Sunny,232,Sunday
4337,Event 4337,Workshop,2022-10-28,D,34,Sunny,164,Friday
4338,Event 4338,Conference,2022-01-13,C,94,Sunny,453,Thursday
4339,Event 4339,Workshop,2023-11-15,D,40,Rainy,80,Wednesday
4340,Event 4340,Conference,2023-05-16,C,78,Cloudy,383,Tuesday
4341,Event 4341,Workshop,2022-03-09,B,39,Rainy,438,Wednesday
4342,Event 4342,Conference,2024-03-04,A,40,Rainy,124,Monday
4343,Event 4343,Expo,2023-02-07,B,72,Cloudy,338,Tuesday
4344,Event 4344,Concert,2022-04-26,A,72,Rainy,421,Tuesday
4345,Event 4345,Workshop,2024-04-16,E,72,Sunny,154,Tuesday
4346,Event 4346,Workshop,2022-03-06,C,68,Rainy,340,Sunday
4347,Event 4347,Expo,2023-06-08,E,22,Rainy,270,Thursday
4348,Event 4348,Workshop,2022-08-16,B,35,Cloudy,305,Tuesday
4349,Event 4349,Workshop,2022-09-30,B,87,Rainy,235,Friday
4350,Event 4350,Workshop,2022-05-16,D,81,Rainy,309,Monday
4351,Event 4351,Concert,2023-01-06,B,41,Sunny,190,Friday
4352,Event 4352,Concert,2023-01-02,C,73,Rainy,79,Monday
4353,Event 4353,Conference,2022-03-13,B,59,Sunny,376,Sunday
4354,Event 4354,Workshop,2023-03-20,E,70,Sunny,319,Monday
4355,Event 4355,Conference,2023-05-24,A,40,Rainy,414,Wednesday
4356,Event 4356,Concert,2022-07-09,D,19,Rainy,265,Saturday
4357,Event 4357,Concert,2023-03-15,E,91,Rainy,330,Wednesday
4358,Event 4358,Expo,2022-03-13,A,89,Sunny,473,Sunday
4359,Event 4359,Expo,2023-02-01,D,56,Rainy,411,Wednesday
4360,Event 4360,Expo,2023-08-14,A,30,Sunny,399,Monday
4361,Event 4361,Conference,2022-10-24,B,79,Sunny,126,Monday
4362,Event 4362,Expo,2023-05-31,A,90,Rainy,484,Wednesday
4363,Event 4363,Concert,2024-02-10,B,19,Rainy,279,Saturday
4364,Event 4364,Conference,2024-03-12,D,45,Rainy,459,Tuesday
4365,Event 4365,Concert,2024-03-18,B,54,Rainy,477,Monday
4366,Event 4366,Conference,2022-02-13,B,31,Rainy,443,Sunday
4367,Event 4367,Expo,2022-09-16,C,16,Rainy,234,Friday
4368,Event 4368,Workshop,2023-06-03,C,37,Cloudy,493,Saturday
4369,Event 4369,Concert,2022-01-02,C,89,Cloudy,127,Sunday
4370,Event 4370,Concert,2024-04-10,A,20,Rainy,345,Wednesday
4371,Event 4371,Conference,2022-06-09,B,13,Rainy,203,Thursday
4372,Event 4372,Conference,2022-07-02,D,50,Rainy,407,Saturday
4373,Event 4373,Expo,2024-04-30,C,46,Rainy,94,Tuesday
4374,Event 4374,Expo,2023-07-05,E,67,Cloudy,498,Wednesday
4375,Event 4375,Conference,2022-09-10,D,97,Cloudy,276,Saturday
4376,Event 4376,Conference,2022-07-13,A,84,Rainy,400,Wednesday
4377,Event 4377,Concert,2024-03-16,E,28,Sunny,468,Saturday
4378,Event 4378,Workshop,2023-09-13,C,72,Sunny,305,Wednesday
4379,Event 4379,Concert,2022-03-21,D,58,Sunny,331,Monday
4380,Event 4380,Concert,2023-12-24,D,53,Cloudy,373,Sunday
4381,Event 4381,Expo,2022-11-05,D,16,Sunny,477,Saturday
4382,Event 4382,Conference,2023-07-25,B,10,Cloudy,101,Tuesday
4383,Event 4383,Expo,2023-09-28,D,97,Sunny,105,Thursday
4384,Event 4384,Concert,2022-12-28,B,44,Rainy,165,Wednesday
4385,Event 4385,Conference,2023-03-23,A,18,Rainy,136,Thursday
4386,Event 4386,Expo,2024-01-04,C,78,Cloudy,492,Thursday
4387,Event 4387,Expo,2022-09-30,B,92,Sunny,144,Friday
4388,Event 4388,Concert,2024-01-09,A,78,Rainy,298,Tuesday
4389,Event 4389,Workshop,2022-10-07,B,14,Cloudy,263,Friday
4390,Event 4390,Conference,2022-10-27,E,65,Rainy,289,Thursday
4391,Event 4391,Expo,2022-11-30,B,66,Rainy,70,Wednesday
4392,Event 4392,Workshop,2023-09-13,A,95,Cloudy,362,Wednesday
4393,Event 4393,Workshop,2022-07-05,A,14,Sunny,473,Tuesday
4394,Event 4394,Expo,2023-12-12,B,59,Sunny,379,Tuesday
4395,Event 4395,Expo,2022-04-16,B,73,Rainy,319,Saturday
4396,Event 4396,Expo,2022-05-20,E,11,Cloudy,148,Friday
4397,Event 4397,Conference,2022-05-25,B,31,Cloudy,82,Wednesday
4398,Event 4398,Expo,2022-01-16,E,63,Rainy,82,Sunday
4399,Event 4399,Expo,2023-03-11,C,74,Rainy,176,Saturday
4400,Event 4400,Expo,2023-02-21,C,20,Cloudy,282,Tuesday
4401,Event 4401,Expo,2024-02-05,C,42,Cloudy,264,Monday
4402,Event 4402,Conference,2022-06-28,B,14,Cloudy,444,Tuesday
4403,Event 4403,Conference,2024-03-14,B,84,Sunny,86,Thursday
4404,Event 4404,Workshop,2022-06-20,D,37,Rainy,138,Monday
4405,Event 4405,Concert,2023-08-15,A,51,Sunny,314,Tuesday
4406,Event 4406,Expo,2024-02-10,D,46,Rainy,159,Saturday
4407,Event 4407,Expo,2023-07-02,C,64,Sunny,79,Sunday
4408,Event 4408,Expo,2022-03-24,D,59,Cloudy,145,Thursday
4409,Event 4409,Workshop,2023-06-08,B,74,Sunny,243,Thursday
4410,Event 4410,Concert,2022-04-24,E,76,Sunny,90,Sunday
4411,Event 4411,Conference,2022-10-13,C,32,Cloudy,433,Thursday
4412,Event 4412,Expo,2023-10-03,D,86,Rainy,162,Tuesday
4413,Event 4413,Conference,2024-03-21,A,73,Rainy,224,Thursday
4414,Event 4414,Workshop,2023-04-17,E,80,Cloudy,85,Monday
4415,Event 4415,Conference,2023-09-15,E,64,Sunny,475,Friday
4416,Event 4416,Workshop,2022-03-23,E,44,Rainy,332,Wednesday
4417,Event 4417,Conference,2024-03-17,C,52,Rainy,339,Sunday
4418,Event 4418,Concert,2023-02-02,B,45,Sunny,208,Thursday
4419,Event 4419,Concert,2023-09-08,B,15,Cloudy,94,Friday
4420,Event 4420,Concert,2022-01-11,C,98,Rainy,489,Tuesday
4421,Event 4421,Expo,2024-04-03,D,60,Sunny,396,Wednesday
4422,Event 4422,Expo,2023-07-23,E,22,Cloudy,156,Sunday
4423,Event 4423,Conference,2024-03-11,E,67,Sunny,131,Monday
4424,Event 4424,Workshop,2024-04-01,A,35,Rainy,454,Monday
4425,Event 4425,Conference,2023-10-14,D,44,Rainy,68,Saturday
4426,Event 4426,Concert,2022-03-17,B,68,Sunny,477,Thursday
4427,Event 4427,Conference,2024-01-14,E,26,Sunny,465,Sunday
4428,Event 4428,Workshop,2022-11-30,D,78,Rainy,86,Wednesday
4429,Event 4429,Concert,2023-03-25,D,82,Sunny,97,Saturday
4430,Event 4430,Expo,2024-03-18,C,24,Cloudy,360,Monday
4431,Event 4431,Workshop,2023-04-25,A,38,Sunny,356,Tuesday
4432,Event 4432,Workshop,2023-08-31,C,87,Rainy,431,Thursday
4433,Event 4433,Expo,2022-07-28,C,64,Cloudy,209,Thursday
4434,Event 4434,Conference,2022-05-17,A,92,Sunny,272,Tuesday
4435,Event 4435,Conference,2023-03-23,C,47,Cloudy,248,Thursday
4436,Event 4436,Expo,2024-04-15,B,81,Rainy,337,Monday
4437,Event 4437,Concert,2023-08-05,D,80,Cloudy,417,Saturday
4438,Event 4438,Concert,2023-07-12,C,45,Cloudy,468,Wednesday
4439,Event 4439,Conference,2023-01-13,C,89,Sunny,278,Friday
4440,Event 4440,Conference,2022-09-08,E,52,Sunny,408,Thursday
4441,Event 4441,Concert,2023-11-05,D,39,Sunny,87,Sunday
4442,Event 4442,Workshop,2023-10-31,D,75,Cloudy,125,Tuesday
4443,Event 4443,Conference,2024-03-14,E,27,Cloudy,188,Thursday
4444,Event 4444,Expo,2022-04-03,B,16,Cloudy,286,Sunday
4445,Event 4445,Conference,2023-01-18,E,38,Cloudy,251,Wednesday
4446,Event 4446,Workshop,2022-12-28,A,66,Cloudy,489,Wednesday
4447,Event 4447,Conference,2024-03-18,B,58,Sunny,210,Monday
4448,Event 4448,Workshop,2022-12-10,B,19,Sunny,249,Saturday
4449,Event 4449,Expo,2024-04-12,C,34,Sunny,419,Friday
4450,Event 4450,Conference,2023-08-20,E,89,Sunny,351,Sunday
4451,Event 4451,Conference,2023-11-02,C,64,Rainy,494,Thursday
4452,Event 4452,Concert,2022-09-09,D,36,Rainy,410,Friday
4453,Event 4453,Conference,2023-01-03,E,98,Rainy,319,Tuesday
4454,Event 4454,Concert,2022-12-01,E,55,Rainy,148,Thursday
4455,Event 4455,Conference,2023-10-06,D,49,Rainy,398,Friday
4456,Event 4456,Conference,2022-01-21,B,44,Sunny,196,Friday
4457,Event 4457,Expo,2023-10-13,D,22,Sunny,371,Friday
4458,Event 4458,Workshop,2023-01-08,A,58,Cloudy,423,Sunday
4459,Event 4459,Workshop,2023-09-14,A,42,Sunny,174,Thursday
4460,Event 4460,Workshop,2023-12-18,D,70,Cloudy,106,Monday
4461,Event 4461,Concert,2024-04-07,B,75,Cloudy,135,Sunday
4462,Event 4462,Concert,2022-05-31,B,88,Cloudy,139,Tuesday
4463,Event 4463,Expo,2022-05-15,E,26,Rainy,319,Sunday
4464,Event 4464,Expo,2023-03-20,C,92,Rainy,78,Monday
4465,Event 4465,Expo,2023-02-08,C,90,Rainy,308,Wednesday
4466,Event 4466,Expo,2022-06-12,A,52,Cloudy,187,Sunday
4467,Event 4467,Concert,2023-08-28,C,59,Sunny,307,Monday
4468,Event 4468,Concert,2022-11-14,B,45,Sunny,402,Monday
4469,Event 4469,Expo,2022-08-26,A,22,Cloudy,481,Friday
4470,Event 4470,Conference,2022-03-20,E,76,Sunny,408,Sunday
4471,Event 4471,Workshop,2023-11-08,D,54,Sunny,380,Wednesday
4472,Event 4472,Concert,2022-09-22,C,12,Rainy,433,Thursday
4473,Event 4473,Expo,2023-02-22,C,64,Rainy,290,Wednesday
4474,Event 4474,Conference,2023-04-08,B,41,Sunny,429,Saturday
4475,Event 4475,Concert,2022-06-27,C,52,Rainy,142,Monday
4476,Event 4476,Workshop,2022-12-08,D,25,Cloudy,252,Thursday
4477,Event 4477,Concert,2023-09-06,E,21,Cloudy,384,Wednesday
4478,Event 4478,Concert,2024-02-19,D,34,Cloudy,206,Monday
4479,Event 4479,Expo,2023-07-16,B,58,Cloudy,396,Sunday
4480,Event 4480,Concert,2024-02-25,A,44,Sunny,349,Sunday
4481,Event 4481,Conference,2023-04-04,E,80,Cloudy,89,Tuesday
4482,Event 4482,Concert,2024-04-19,B,54,Cloudy,169,Friday
4483,Event 4483,Conference,2022-06-11,D,93,Cloudy,137,Saturday
4484,Event 4484,Conference,2022-11-29,E,79,Rainy,319,Tuesday
4485,Event 4485,Concert,2023-06-21,E,34,Sunny,484,Wednesday
4486,Event 4486,Concert,2023-09-28,B,20,Cloudy,187,Thursday
4487,Event 4487,Conference,2022-02-05,D,31,Rainy,52,Saturday
4488,Event 4488,Workshop,2023-12-01,B,50,Cloudy,412,Friday
4489,Event 4489,Conference,2023-01-04,B,68,Rainy,378,Wednesday
4490,Event 4490,Expo,2022-10-07,E,72,Cloudy,263,Friday
4491,Event 4491,Concert,2022-10-25,C,69,Rainy,211,Tuesday
4492,Event 4492,Concert,2023-01-14,C,60,Cloudy,478,Saturday
4493,Event 4493,Expo,2022-03-29,B,25,Sunny,323,Tuesday
4494,Event 4494,Workshop,2022-07-13,E,74,Cloudy,387,Wednesday
4495,Event 4495,Concert,2023-01-04,D,77,Cloudy,209,Wednesday
4496,Event 4496,Workshop,2022-06-20,A,77,Rainy,169,Monday
4497,Event 4497,Concert,2024-03-02,D,15,Rainy,172,Saturday
4498,Event 4498,Conference,2024-03-17,B,31,Sunny,270,Sunday
4499,Event 4499,Workshop,2023-12-14,B,21,Rainy,242,Thursday
4500,Event 4500,Expo,2022-06-08,C,84,Cloudy,293,Wednesday
4501,Event 4501,Conference,2024-03-02,A,58,Sunny,156,Saturday
4502,Event 4502,Workshop,2022-12-11,A,81,Sunny,138,Sunday
4503,Event 4503,Conference,2023-07-25,C,70,Cloudy,256,Tuesday
4504,Event 4504,Expo,2024-02-11,D,82,Cloudy,52,Sunday
4505,Event 4505,Conference,2022-12-22,C,98,Cloudy,320,Thursday
4506,Event 4506,Concert,2023-01-07,D,59,Sunny,60,Saturday
4507,Event 4507,Conference,2022-04-09,D,82,Cloudy,264,Saturday
4508,Event 4508,Concert,2023-01-10,A,24,Sunny,148,Tuesday
4509,Event 4509,Expo,2022-12-03,E,12,Rainy,326,Saturday
4510,Event 4510,Concert,2022-11-30,E,83,Cloudy,291,Wednesday
4511,Event 4511,Workshop,2023-10-18,A,88,Sunny,79,Wednesday
4512,Event 4512,Concert,2023-04-29,E,68,Rainy,99,Saturday
4513,Event 4513,Expo,2022-05-07,A,17,Cloudy,71,Saturday
4514,Event 4514,Conference,2023-07-23,E,86,Cloudy,290,Sunday
4515,Event 4515,Expo,2022-10-23,D,12,Rainy,415,Sunday
4516,Event 4516,Workshop,2023-12-31,A,28,Rainy,246,Sunday
4517,Event 4517,Expo,2022-09-24,D,97,Cloudy,446,Saturday
4518,Event 4518,Workshop,2023-04-10,E,12,Cloudy,251,Monday
4519,Event 4519,Workshop,2023-07-06,E,60,Sunny,112,Thursday
4520,Event 4520,Concert,2023-08-13,E,53,Sunny,203,Sunday
4521,Event 4521,Expo,2024-03-05,C,26,Rainy,103,Tuesday
4522,Event 4522,Conference,2023-05-17,D,43,Sunny,341,Wednesday
4523,Event 4523,Workshop,2022-06-29,A,86,Rainy,327,Wednesday
4524,Event 4524,Expo,2023-02-10,A,32,Sunny,462,Friday
4525,Event 4525,Conference,2024-01-23,B,26,Cloudy,469,Tuesday
4526,Event 4526,Workshop,2023-11-19,B,15,Sunny,78,Sunday
4527,Event 4527,Concert,2022-04-22,E,97,Sunny,151,Friday
4528,Event 4528,Expo,2023-01-11,B,40,Cloudy,490,Wednesday
4529,Event 4529,Expo,2022-02-03,E,91,Rainy,276,Thursday
4530,Event 4530,Expo,2023-01-29,D,42,Rainy,300,Sunday
4531,Event 4531,Concert,2022-09-02,C,83,Rainy,297,Friday
4532,Event 4532,Conference,2023-04-02,A,37,Cloudy,115,Sunday
4533,Event 4533,Expo,2022-01-10,C,34,Sunny,323,Monday
4534,Event 4534,Conference,2023-05-01,B,72,Sunny,188,Monday
4535,Event 4535,Expo,2023-04-01,E,78,Cloudy,428,Saturday
4536,Event 4536,Expo,2022-11-04,E,33,Sunny,385,Friday
4537,Event 4537,Concert,2022-04-03,B,42,Cloudy,404,Sunday
4538,Event 4538,Concert,2022-06-26,B,57,Sunny,101,Sunday
4539,Event 4539,Conference,2023-03-23,C,77,Rainy,174,Thursday
4540,Event 4540,Conference,2023-10-03,D,67,Rainy,353,Tuesday
4541,Event 4541,Concert,2023-05-21,B,67,Rainy,465,Sunday
4542,Event 4542,Expo,2024-02-22,D,21,Rainy,310,Thursday
4543,Event 4543,Expo,2023-08-13,A,42,Cloudy,312,Sunday
4544,Event 4544,Expo,2023-12-07,E,21,Rainy,125,Thursday
4545,Event 4545,Conference,2024-02-19,D,55,Rainy,431,Monday
4546,Event 4546,Concert,2022-01-25,D,74,Rainy,495,Tuesday
4547,Event 4547,Concert,2022-08-11,C,78,Rainy,449,Thursday
4548,Event 4548,Conference,2023-10-10,B,84,Cloudy,140,Tuesday
4549,Event 4549,Conference,2022-07-09,D,100,Rainy,455,Saturday
4550,Event 4550,Conference,2023-11-23,C,53,Cloudy,194,Thursday
4551,Event 4551,Conference,2023-03-29,C,55,Cloudy,351,Wednesday
4552,Event 4552,Concert,2024-01-26,D,72,Cloudy,349,Friday
4553,Event 4553,Concert,2023-08-21,D,80,Sunny,70,Monday
4554,Event 4554,Conference,2023-10-14,B,88,Rainy,353,Saturday
4555,Event 4555,Conference,2022-02-14,D,54,Cloudy,122,Monday
4556,Event 4556,Concert,2022-12-29,C,27,Cloudy,281,Thursday
4557,Event 4557,Expo,2022-08-30,D,29,Cloudy,142,Tuesday
4558,Event 4558,Expo,2022-02-17,A,47,Rainy,264,Thursday
4559,Event 4559,Expo,2023-01-10,E,15,Rainy,418,Tuesday
4560,Event 4560,Concert,2022-10-24,D,87,Sunny,296,Monday
4561,Event 4561,Workshop,2023-09-25,C,39,Rainy,203,Monday
4562,Event 4562,Conference,2022-10-13,E,30,Cloudy,201,Thursday
4563,Event 4563,Conference,2023-02-18,B,62,Cloudy,490,Saturday
4564,Event 4564,Concert,2023-03-08,B,91,Sunny,383,Wednesday
4565,Event 4565,Concert,2024-01-16,A,45,Cloudy,262,Tuesday
4566,Event 4566,Expo,2022-04-06,C,84,Rainy,402,Wednesday
4567,Event 4567,Expo,2023-09-17,B,20,Sunny,158,Sunday
4568,Event 4568,Conference,2023-06-11,A,75,Cloudy,444,Sunday
4569,Event 4569,Expo,2024-03-03,E,29,Cloudy,86,Sunday
4570,Event 4570,Expo,2024-01-17,A,15,Sunny,497,Wednesday
4571,Event 4571,Expo,2022-09-25,A,28,Sunny,413,Sunday
4572,Event 4572,Workshop,2022-10-25,B,21,Rainy,156,Tuesday
4573,Event 4573,Concert,2022-09-12,A,35,Cloudy,330,Monday
4574,Event 4574,Expo,2024-03-23,A,80,Rainy,53,Saturday
